Player,Season,VORP,DWS,PER,FTA,TOV,DRB,AllNBA_pred_proba,Class
Magic Johnson,1988,8.3,4.0,26.9,7.3,4.1,6.4,0.99978834,1
Michael Jordan,1988,11.4,5.2,31.1,9.8,3.6,6.2,0.9995041,1
John Stockton,1988,8.3,5.8,22.9,5.5,3.8,2.0,0.9994221,2
Charles Barkley,1988,7.4,2.9,27.0,10.1,3.2,7.4,0.99905497,1
Karl Malone,1988,5.9,6.6,24.4,11.5,3.6,7.4,0.9967906,1
Hakeem Olajuwon,1988,5.7,7.8,25.2,8.0,3.4,9.4,0.99627256,1
Chris Mullin,1988,4.7,3.1,21.9,6.7,3.6,4.0,0.9924495,2
Patrick Ewing,1988,4.8,4.7,22.1,6.1,3.3,6.6,0.97162724,2
Kevin Johnson,1988,5.0,3.5,20.5,7.1,4.0,3.6,0.94316524,2
Robert Parish,1988,3.8,3.6,21.6,5.1,2.5,8.2,0.8876345,3
Terry Cummings,1988,2.3,3.5,19.7,5.8,2.5,4.6,0.8405564,3
Dale Ellis,1988,3.8,1.6,19.7,5.6,2.7,2.3,0.81828976,3
Mark Price,1988,4.5,3.3,20.6,3.9,2.8,2.4,0.80786705,3
Dominique Wilkins,1988,4.1,2.9,21.8,6.6,2.3,3.7,0.7380384,3
Tom Chambers,1988,2.6,4.1,19.3,7.4,2.9,6.7,0.6509657,2
Clyde Drexler,1988,6.6,3.8,23.6,7.0,3.2,4.2,0.24164312,0
Ron Harper,1988,4.8,5.1,19.8,5.2,2.8,3.5,0.13373218,0
Moses Malone,1988,2.7,3.9,21.2,8.8,3.0,7.0,0.100268945,0
Alvin Robertson,1988,2.6,3.1,17.2,3.9,3.6,3.5,0.086737074,0
James Worthy,1988,3.7,3.1,19.0,4.0,2.2,4.0,0.08107087,0
Benoit Benjamin,1988,1.5,2.9,17.4,5.4,3.0,6.7,0.049816042,0
Brad Daugherty,1988,2.9,4.6,18.5,6.7,2.9,7.1,0.038758487,0
Fat Lever,1988,5.0,4.2,20.6,4.8,2.2,6.7,0.01882133,0
Adrian Dantley,1988,1.6,1.9,17.4,7.8,2.2,2.7,0.015611242,0
Joe Dumars,1988,2.4,2.2,16.8,4.4,2.6,1.7,0.014124406,0
Larry Nance,1988,3.8,4.7,19.9,4.6,1.6,5.8,0.009476189,0
John Williams,1988,4.0,3.5,18.8,3.5,1.9,5.1,0.007708782,0
Kevin McHale,1988,3.0,1.9,20.3,6.8,2.5,5.3,0.0069480515,0
Michael Adams,1988,3.4,2.9,17.5,5.1,2.3,2.8,0.005328163,0
Alex English,1988,2.1,1.7,19.0,4.6,2.4,2.2,0.0035913002,0
Charles Barkley,1989,8.0,4.2,27.1,9.4,3.1,6.9,0.99968493,1
John Stockton,1989,8.0,4.0,23.9,5.5,3.5,1.9,0.99939454,2
Patrick Ewing,1989,6.0,5.3,25.8,7.9,3.4,8.0,0.99928063,1
Karl Malone,1989,6.6,5.4,27.2,11.1,3.7,8.3,0.999137,1
Michael Jordan,1989,10.6,4.3,31.2,8.5,3.0,5.1,0.9990728,1
Magic Johnson,1989,8.9,3.8,26.6,8.1,3.7,5.0,0.9949308,1
Kevin Johnson,1989,4.9,2.6,22.8,8.1,3.6,3.1,0.9905759,2
Hakeem Olajuwon,1989,6.2,8.7,24.1,6.5,3.9,10.4,0.98829633,2
Larry Bird,1989,5.5,4.1,21.9,4.6,3.2,8.3,0.97030467,2
Clyde Drexler,1989,6.3,4.3,22.2,5.9,2.6,4.1,0.940165,3
Chris Mullin,1989,5.0,1.3,22.7,7.3,3.1,4.3,0.90665287,3
James Worthy,1989,4.3,3.1,19.8,4.0,2.0,4.0,0.81850195,3
Joe Dumars,1989,2.7,3.0,17.2,4.4,1.9,2.0,0.7456393,3
Tom Chambers,1989,3.3,3.7,20.9,8.0,2.7,5.6,0.72934,2
Dominique Wilkins,1989,5.4,1.8,24.6,7.1,2.2,3.8,0.2687544,0
Kevin McHale,1989,3.8,3.3,21.8,5.4,2.2,5.8,0.24797572,0
Reggie Miller,1989,4.8,1.3,20.8,7.6,2.7,2.4,0.10735844,0
Derek Harper,1989,5.0,3.6,19.8,3.8,2.5,2.3,0.079191566,0
Fat Lever,1989,4.9,4.2,19.9,4.3,2.0,6.4,0.074455954,0
Mark Price,1989,4.9,2.5,21.1,4.6,2.9,2.5,0.06858899,0
Terry Porter,1989,5.4,3.8,20.0,5.9,3.1,2.7,0.05181196,0
Jeff Hornacek,1989,3.8,2.8,19.6,3.0,1.9,3.4,0.049648233,0
Otis Thorpe,1989,2.0,4.1,16.1,5.4,2.8,5.8,0.043823972,0
Hot Rod Williams,1989,2.9,4.1,19.0,5.4,1.7,5.4,0.03367346,0
Ron Harper,1989,2.3,1.7,20.2,6.6,2.9,3.8,0.02726001,0
Benoit Benjamin,1989,2.1,3.7,16.7,4.5,2.6,7.1,0.019710498,0
Sam Perkins,1989,2.5,3.3,17.3,5.6,1.9,4.8,0.018199692,0
Alvin Robertson,1989,3.7,3.9,18.9,3.3,2.7,4.1,0.017265927,0
Bill Laimbeer,1989,3.6,5.4,15.8,2.4,1.2,7.6,0.010689688,0
Hersey Hawkins,1989,2.7,2.5,17.0,5.3,2.3,2.7,0.0095535815,0
Michael Jordan,1990,10.8,5.4,31.6,8.2,2.5,4.6,0.9997458,1
David Robinson,1990,8.2,7.6,27.4,9.5,3.3,8.9,0.99839133,1
Charles Barkley,1990,7.0,3.1,28.9,9.8,3.1,6.3,0.99796695,1
John Stockton,1990,8.1,4.7,23.4,5.3,3.6,2.3,0.9977095,3
Karl Malone,1990,6.2,5.6,24.8,10.8,3.0,8.9,0.99736744,1
Magic Johnson,1990,8.1,4.2,25.1,7.3,4.0,5.6,0.99731195,1
Kevin Johnson,1990,6.0,3.3,23.7,8.0,3.5,2.8,0.99525416,2
Patrick Ewing,1990,4.9,5.6,23.7,7.7,3.6,8.8,0.99025047,2
Joe Dumars,1990,3.6,3.1,18.0,5.2,2.4,1.6,0.9851011,3
Hakeem Olajuwon,1990,4.3,5.7,24.3,4.9,3.1,9.8,0.94779336,3
Chris Mullin,1990,5.6,2.4,21.4,7.1,3.0,3.7,0.946259,2
Clyde Drexler,1990,6.4,4.5,22.1,6.4,2.8,4.1,0.9102462,2
Dominique Wilkins,1990,5.4,2.8,23.5,7.1,2.5,5.8,0.8607548,2
James Worthy,1990,3.4,3.5,18.1,3.4,1.6,3.2,0.8151726,3
Bernard King,1990,1.8,1.6,19.1,7.6,4.0,3.2,0.7815352,3
Scottie Pippen,1990,5.9,5.4,20.6,4.1,2.8,5.3,0.25517547,0
Brad Daugherty,1990,3.1,3.6,19.9,7.6,2.8,8.6,0.15815467,0
Hersey Hawkins,1990,4.1,3.3,19.4,6.9,2.7,3.3,0.14528845,0
Terry Porter,1990,6.2,3.9,21.7,4.2,2.3,2.8,0.11918555,0
Tim Hardaway,1990,5.2,2.5,20.9,4.6,3.3,3.0,0.11798339,0
Derek Harper,1990,3.7,2.0,19.4,5.1,2.3,2.3,0.08980824,0
Michael Adams,1990,4.3,0.4,22.3,8.0,3.6,3.0,0.0569094,0
Larry Bird,1990,3.8,3.6,19.7,3.1,3.1,7.6,0.055989854,0
Sherman Douglas,1990,2.5,1.9,18.0,5.7,3.7,1.8,0.039554473,0
Larry Nance,1990,4.2,3.6,20.6,4.1,1.6,6.1,0.029179564,0
Charles Smith,1990,2.1,3.6,17.6,6.5,2.2,5.3,0.021169338,0
Jerry Reynolds,1990,2.0,1.9,17.8,5.2,2.2,2.6,0.01599726,0
Vlade Divac,1990,2.5,4.8,17.7,3.4,1.8,5.6,0.015613322,0
Jeff Hornacek,1990,3.7,2.8,17.8,2.8,1.6,3.1,0.014002355,0
Ricky Pierce,1990,2.4,1.2,21.0,6.0,1.9,1.6,0.012820007,0
David Robinson,1991,7.4,6.9,27.5,8.3,2.7,8.4,0.99844676,1
Karl Malone,1991,5.9,5.2,25.4,10.7,3.1,8.4,0.99843913,1
Michael Jordan,1991,9.2,5.6,27.7,7.4,2.5,5.3,0.9979578,1
Charles Barkley,1991,6.1,3.7,24.5,8.7,3.1,7.5,0.99767333,2
John Stockton,1991,8.1,4.6,22.8,4.5,3.5,2.5,0.9972652,2
Clyde Drexler,1991,7.4,4.5,23.6,6.6,3.2,4.4,0.9527875,1
Mark Price,1991,4.2,1.6,22.7,4.0,2.2,1.9,0.94685066,3
Dennis Rodman,1991,4.0,7.0,17.0,1.7,1.7,12.3,0.9405098,3
Kevin Johnson,1991,4.0,2.9,19.9,7.1,3.5,3.0,0.9079839,3
Brad Daugherty,1991,4.5,3.5,23.0,7.3,2.5,7.8,0.90150476,3
Scottie Pippen,1991,6.4,5.5,21.5,5.3,3.1,5.4,0.9012505,2
Tim Hardaway,1991,4.1,2.0,19.1,4.8,3.3,2.8,0.8954508,2
Kevin Willis,1991,1.7,4.1,19.7,4.5,2.4,10.4,0.8399371,3
Patrick Ewing,1991,5.5,6.9,22.8,6.2,2.5,8.5,0.82645017,2
Chris Mullin,1991,4.8,2.7,19.9,5.2,2.5,4.0,0.78439003,1
Hakeem Olajuwon,1991,4.6,5.6,23.7,6.1,2.7,8.6,0.16548622,0
Shawn Kemp,1991,1.8,3.0,21.6,5.6,2.4,6.3,0.05304933,0
Reggie Miller,1991,3.6,1.7,17.6,6.3,1.9,2.9,0.051258296,0
Micheal Williams,1991,3.9,3.2,18.4,5.4,3.0,2.6,0.035511237,0
Mark Jackson,1991,3.5,3.5,17.8,2.7,2.6,2.6,0.032962844,0
Otis Thorpe,1991,1.8,3.2,17.2,5.6,2.9,7.0,0.027922446,0
Šarūnas Marčiulionis,1991,1.7,1.4,18.8,6.6,2.7,1.9,0.022123488,0
Pervis Ellison,1991,3.0,3.7,19.9,4.7,3.0,7.9,0.021622013,0
Larry Nance,1991,5.2,4.0,21.4,4.0,1.1,5.6,0.020111382,0
Horace Grant,1991,5.2,5.0,20.6,3.9,1.2,5.7,0.019432137,0
Dominique Wilkins,1991,2.7,1.3,22.2,8.4,2.9,4.6,0.015658326,0
Ricky Pierce,1991,2.3,1.4,18.2,5.8,2.4,1.8,0.015224067,0
Reggie Lewis,1991,3.3,3.5,17.9,4.2,1.7,3.4,0.012779518,0
John Starks,1991,2.4,3.1,16.4,3.7,1.8,1.8,0.0110106,0
Reggie Williams,1991,3.4,2.9,18.1,3.3,2.1,3.2,0.010290069,0
Michael Jordan,1992,10.2,5.2,29.7,7.3,2.7,5.0,0.99910575,1
Karl Malone,1992,7.3,5.0,26.2,10.2,2.9,8.4,0.9985973,1
David Robinson,1992,6.8,6.4,24.2,9.3,2.9,8.9,0.99855596,3
Charles Barkley,1992,7.1,4.8,25.9,7.7,3.1,9.1,0.98817724,1
Derrick Coleman,1992,4.4,5.1,21.2,6.9,3.2,8.0,0.98396415,3
Hakeem Olajuwon,1992,7.8,8.0,27.3,7.0,3.2,9.6,0.9813933,1
Mark Price,1992,4.4,2.3,22.1,4.1,2.6,2.2,0.97034365,1
John Stockton,1992,6.2,3.4,21.3,4.5,3.2,2.1,0.96755725,2
Patrick Ewing,1992,4.0,8.1,20.8,6.9,3.3,9.7,0.94053864,2
Dominique Wilkins,1992,4.9,1.4,24.3,8.8,2.6,4.2,0.86943305,2
Joe Dumars,1992,3.2,1.3,17.6,5.2,1.8,1.1,0.8665722,2
Scottie Pippen,1992,4.7,4.8,19.2,4.3,3.0,5.2,0.8558895,3
Tim Hardaway,1992,3.7,1.6,19.7,5.6,3.3,3.1,0.8163565,3
Dražen Petrović,1992,2.5,2.6,17.3,5.2,2.9,2.1,0.79544127,3
Larry Johnson,1992,3.5,2.5,18.9,5.3,2.8,7.1,0.75383854,2
Brad Daugherty,1992,4.7,3.9,22.0,6.9,2.1,7.9,0.13038217,0
Hersey Hawkins,1992,3.3,1.9,18.3,6.0,2.2,3.1,0.10144844,0
Reggie Miller,1992,4.7,1.7,19.4,5.9,1.8,2.3,0.096024625,0
Clyde Drexler,1992,3.2,2.5,20.7,6.0,2.3,3.7,0.08714389,0
Shawn Kemp,1992,2.6,5.1,20.4,6.4,2.8,7.0,0.056578238,0
Nick Anderson,1992,3.5,3.7,17.3,5.1,2.1,4.5,0.044759102,0
Ron Harper,1992,2.9,3.7,16.1,5.0,2.8,3.9,0.027259938,0
Danny Manning,1992,2.8,3.1,19.6,6.1,2.9,4.1,0.026725987,0
Dikembe Mutombo,1992,2.7,5.5,17.2,6.0,2.6,8.9,0.021565115,0
Ricky Pierce,1992,2.5,2.3,19.2,4.6,2.1,1.7,0.021339342,0
Detlef Schrempf,1992,4.2,2.9,19.2,8.0,3.0,7.0,0.017389128,0
Chris Mullin,1992,2.5,1.3,19.0,4.9,3.0,4.1,0.015194693,0
Micheal Williams,1992,3.1,1.8,19.0,6.1,3.0,2.5,0.0148546165,0
Terry Porter,1992,3.3,3.1,17.0,4.8,2.5,3.2,0.013462461,0
Rod Strickland,1992,3.3,3.3,18.0,4.9,2.6,2.8,0.013437437,0
David Robinson,1993,11.4,6.7,30.7,11.6,3.2,7.7,0.9998964,2
Shaquille O'Neal,1993,7.2,4.8,28.5,10.5,2.7,8.5,0.9997043,3
John Stockton,1993,7.5,4.0,22.5,4.1,3.2,2.3,0.99840987,1
Hakeem Olajuwon,1993,7.3,7.9,25.3,6.8,3.4,9.1,0.9936406,1
Scottie Pippen,1993,6.8,6.0,23.2,5.7,3.2,6.3,0.9931745,1
Karl Malone,1993,6.4,6.1,22.9,9.0,2.9,8.6,0.97898644,1
Dominique Wilkins,1993,3.0,2.8,21.4,7.1,2.3,4.0,0.9377819,3
Charles Barkley,1993,4.2,3.3,22.8,7.0,3.2,8.1,0.91047066,2
Shawn Kemp,1993,4.2,6.0,22.9,6.2,3.3,6.8,0.89925194,2
Latrell Sprewell,1993,3.5,3.2,15.9,5.6,2.8,3.9,0.87615323,1
Mitch Richmond,1993,2.7,1.2,17.7,6.6,2.8,2.8,0.8494163,2
Derrick Coleman,1993,4.4,4.4,21.4,7.4,2.7,7.9,0.82642645,3
Kevin Johnson,1993,3.4,1.7,20.6,6.9,3.5,1.7,0.8234104,2
Mark Price,1993,5.0,2.4,22.7,3.5,2.5,2.5,0.80496156,3
Gary Payton,1993,3.7,4.1,17.8,3.4,2.1,2.0,0.7832316,3
Patrick Ewing,1993,5.5,8.0,22.9,7.4,3.3,8.4,0.35352233,0
Reggie Miller,1993,4.5,2.9,20.2,5.6,2.2,2.3,0.21843222,0
Dikembe Mutombo,1993,3.7,6.4,17.9,5.4,2.5,8.4,0.082839884,0
Rod Strickland,1993,4.1,3.0,19.8,5.7,3.1,3.0,0.05905554,0
Alonzo Mourning,1993,1.7,2.5,21.7,9.5,3.3,7.2,0.05625838,0
Christian Laettner,1993,1.9,2.6,16.8,6.8,3.7,6.3,0.04365298,0
Stacey Augmon,1993,3.1,4.0,17.9,5.3,1.8,2.6,0.043240122,0
Kenny Anderson,1993,3.4,3.2,18.2,5.2,3.2,2.8,0.03913259,0
Eric Murdock,1993,3.8,2.2,20.3,3.5,2.5,2.1,0.027600545,0
Mookie Blaylock,1993,5.7,5.3,19.6,2.0,2.4,3.8,0.026223587,0
Clifford Robinson,1993,2.3,3.7,17.4,5.6,2.1,4.7,0.02588953,0
Rik Smits,1993,2.3,3.0,19.7,3.8,1.9,4.5,0.017190915,0
Kevin Willis,1993,1.7,5.1,19.4,4.7,2.4,7.9,0.016427616,0
Clyde Drexler,1993,3.0,2.7,18.4,5.4,2.5,4.3,0.010205634,0
Dennis Rodman,1993,2.3,5.4,13.4,1.3,1.7,11.6,0.008967829,0
David Robinson,1994,8.7,6.7,29.1,10.5,2.9,7.9,0.9999552,1
Shaquille O'Neal,1994,5.7,4.4,28.6,10.8,2.6,7.3,0.99972326,2
Karl Malone,1994,6.0,5.8,25.1,8.5,2.9,8.7,0.9968925,1
John Stockton,1994,7.9,4.0,23.3,3.7,3.3,2.4,0.9940772,1
Scottie Pippen,1994,7.2,6.7,22.6,5.6,3.4,5.9,0.9921321,1
Hakeem Olajuwon,1994,5.3,5.6,26.0,7.5,3.3,8.4,0.9450332,3
Charles Barkley,1994,5.0,3.3,25.2,7.5,2.2,8.1,0.93604743,2
Shawn Kemp,1994,2.5,4.7,21.7,7.1,3.2,7.0,0.9206627,2
Clyde Drexler,1994,5.9,3.7,22.4,5.8,2.4,4.3,0.90282726,3
Anfernee Hardaway,1994,4.5,2.5,20.8,6.0,3.4,2.6,0.8888834,1
Mitch Richmond,1994,3.2,3.1,17.2,5.4,2.9,3.5,0.8839158,2
Reggie Miller,1994,4.9,2.8,20.1,5.3,1.9,2.2,0.88319415,3
Detlef Schrempf,1994,4.7,3.1,20.3,6.4,2.1,4.5,0.87066823,3
Gary Payton,1994,5.2,3.5,21.3,4.2,2.5,2.1,0.84618735,2
Dennis Rodman,1994,1.5,3.2,16.6,2.3,2.0,11.2,0.83062994,3
Rod Strickland,1994,4.2,3.2,21.6,5.9,3.3,3.8,0.20620945,0
Patrick Ewing,1994,4.1,6.5,21.9,7.1,3.2,9.0,0.1917716,0
Toni Kukoč,1994,4.1,3.6,19.8,3.9,2.0,3.5,0.057540674,0
Jamal Mashburn,1994,2.0,1.3,17.3,7.6,2.9,2.7,0.044530503,0
Jeff Hornacek,1994,3.9,2.9,18.6,4.0,1.8,1.9,0.041211948,0
Dikembe Mutombo,1994,2.9,5.2,17.0,4.6,2.3,8.7,0.03954724,0
Clifford Robinson,1994,3.8,3.3,18.3,5.1,2.1,3.6,0.0367489,0
Dana Barros,1994,5.8,2.2,20.9,4.7,3.0,3.0,0.03277395,0
Mookie Blaylock,1994,5.4,4.8,19.2,2.7,3.0,3.5,0.032484733,0
Vin Baker,1994,1.8,3.1,16.6,5.3,2.7,6.8,0.030372364,0
Alonzo Mourning,1994,2.3,5.1,20.1,8.4,3.1,7.3,0.026952285,0
Vlade Divac,1994,4.1,4.2,20.5,4.8,2.6,7.1,0.018998573,0
Nick Anderson,1994,3.9,2.6,17.5,2.7,1.9,3.3,0.017584987,0
Elliot Perry,1994,2.1,1.9,17.3,2.4,2.0,1.2,0.013385512,0
Mark Price,1994,2.4,1.4,20.6,3.4,3.0,1.8,0.010625679,0
David Robinson,1995,8.3,7.2,29.4,10.0,2.3,8.3,0.9997224,1
Michael Jordan,1995,9.8,6.2,29.4,8.0,2.4,4.8,0.99914277,1
Karl Malone,1995,7.1,5.3,26.0,8.6,2.4,7.7,0.9989084,1
Hakeem Olajuwon,1995,4.9,5.2,25.5,7.6,3.4,8.4,0.99093163,2
Anfernee Hardaway,1995,6.9,3.4,24.6,7.1,2.8,2.7,0.98636776,1
Shaquille O'Neal,1995,2.8,3.0,26.4,9.5,2.9,7.7,0.98334634,3
Charles Barkley,1995,5.1,3.5,24.8,8.0,3.1,8.1,0.9832255,3
Grant Hill,1995,5.6,5.7,20.9,8.1,3.3,8.2,0.9599439,2
Gary Payton,1995,5.2,5.6,19.6,3.8,3.2,2.9,0.95610607,2
Shawn Kemp,1995,3.2,6.1,22.6,8.4,4.0,7.9,0.93171084,2
John Stockton,1995,6.4,2.9,21.9,3.4,3.0,2.1,0.93160766,2
Scottie Pippen,1995,5.9,5.3,21.0,4.2,2.7,4.5,0.91009253,1
Reggie Miller,1995,4.5,2.0,20.1,6.6,2.5,2.3,0.9043043,3
Mitch Richmond,1995,4.1,2.1,19.2,6.1,2.7,2.7,0.8509922,3
Juwan Howard,1995,1.3,3.1,17.0,5.3,3.7,5.8,0.7919451,3
Terrell Brandon,1995,6.2,3.1,25.2,5.1,1.9,2.7,0.2450835,0
Alonzo Mourning,1995,4.2,5.5,22.7,10.2,3.7,7.3,0.13182239,0
Patrick Ewing,1995,2.5,6.1,20.9,6.1,2.9,8.5,0.096348725,0
Cedric Ceballos,1995,3.1,2.8,22.1,5.2,2.1,4.1,0.07781663,0
Kenny Anderson,1995,3.7,1.6,19.5,4.9,2.1,2.0,0.0660362,0
Jeff Hornacek,1995,4.2,2.4,19.1,3.5,1.5,1.8,0.053270213,0
Detlef Schrempf,1995,2.5,2.9,17.3,5.9,2.3,4.0,0.04745184,0
Kevin Johnson,1995,3.4,1.3,22.8,7.1,3.0,3.2,0.039035294,0
Toni Kukoč,1995,4.0,3.2,20.4,3.3,1.4,2.6,0.03283372,0
Larry Johnson,1995,3.9,1.3,19.8,7.0,2.2,5.4,0.029896967,0
Greg Anthony,1995,2.6,1.9,18.6,4.3,2.3,2.1,0.029416105,0
Dikembe Mutombo,1995,2.8,5.0,17.1,4.8,2.0,8.4,0.028159468,0
Tim Hardaway,1995,3.3,2.6,18.7,3.8,2.9,2.4,0.019965693,0
Rod Strickland,1995,3.2,3.3,19.1,6.3,3.8,3.1,0.013736718,0
Vlade Divac,1995,2.1,4.0,17.4,3.7,2.5,6.1,0.010323294,0
Karl Malone,1996,7.8,5.1,28.9,8.4,2.8,7.5,0.9998404,1
Grant Hill,1996,8.0,5.9,25.5,7.9,3.2,7.5,0.99951947,1
Shaquille O'Neal,1996,4.1,3.9,27.1,9.4,2.9,8.7,0.9937424,3
Michael Jordan,1996,8.6,5.0,27.8,7.0,2.0,4.5,0.99327636,1
John Stockton,1996,6.3,3.6,22.1,4.0,3.0,2.2,0.9861572,3
Hakeem Olajuwon,1996,3.9,5.6,22.7,5.7,3.6,7.0,0.97733444,1
Scottie Pippen,1996,6.1,5.2,21.3,3.5,2.6,4.5,0.96839976,2
Patrick Ewing,1996,3.5,6.9,21.3,7.5,3.4,8.4,0.9658135,2
