Player,Season,VORP,DWS,PER,FTA,TOV,DRB,Rookie,RookieNBA_pred_proba,Class
Jason Williams,1998,0.5,1.3,12.8,2.1,2.9,2.8,1,0.9687589,1
Mike Bibby,1998,0.1,0.2,14.8,3.4,2.9,2.1,1,0.9619495,1
Michael Olowokandi,1998,-1.0,0.5,11.8,2.6,1.9,5.3,1,0.93274224,2
Cuttino Mobley,1998,0.4,0.8,12.2,2.2,1.6,1.8,1,0.91286755,2
Matt Harpring,1998,0.1,1.5,13.0,2.9,1.5,2.5,1,0.9035056,1
Antawn Jamison,1998,0.5,1.4,16.6,3.3,1.4,3.6,1,0.8986369,2
Michael Doleac,1998,0.0,1.1,13.7,1.6,0.5,1.7,1,0.736564,2
Michael Dickerson,1998,0.0,0.2,11.5,1.4,1.3,1.1,1,0.71495247,2
Dirk Nowitzki,1998,-0.1,0.7,12.8,2.7,1.6,2.6,1,0.15578155,0
Larry Hughes,1998,0.9,1.5,16.7,3.0,1.4,2.1,1,0.10096619,0
Tyrone Nesby,1998,1.2,0.4,17.0,2.7,1.1,2.4,1,0.071078815,0
Felipe López,1998,-0.4,0.2,11.8,2.9,1.7,2.1,1,0.032700453,0
Robert Traylor,1998,0.6,1.2,17.0,1.6,0.9,2.1,1,0.019229127,0
Peja Stojaković,1998,0.5,0.7,13.5,1.5,1.1,2.1,1,0.012691517,0
Kornél Dávid,1998,-0.1,0.7,13.6,2.2,1.0,2.1,1,0.011336921,0
Vladimir Stepania,1998,-0.3,0.3,11.3,1.7,1.4,2.1,1,0.008584496,0
Keon Clark,1998,-0.1,0.2,11.3,1.3,0.8,2.1,1,0.004018394,0
Alvin Sims,1998,0.0,0.0,10.9,1.3,1.5,0.3,1,0.004018123,0
Raef LaFrentz,1998,0.3,0.1,18.9,4.0,0.8,4.8,1,0.0021399485,0
Brian Skinner,1998,0.0,0.1,13.2,1.6,0.9,1.6,1,0.0018336576,0
Brad Miller,1998,0.4,0.5,21.2,2.7,0.8,2.2,1,0.0015423938,0
Tyronn Lue,1998,-0.1,0.0,11.2,1.4,0.7,0.3,1,0.0014827268,0
Ricky Davis,1998,0.0,0.5,12.9,1.3,1.2,1.0,1,0.0011040389,0
Bonzi Wells,1998,0.0,0.1,26.3,2.6,0.9,0.7,1,0.0010325015,0
Jelani McCoy,1998,0.4,0.3,21.1,1.6,0.4,2.0,1,0.0008652597,0
Damon Jones,1998,0.2,0.3,13.7,0.7,0.7,1.6,1,0.00081750157,0
Pat Garrity,1998,-0.1,0.2,13.0,1.4,0.5,1.3,1,0.00065099547,0
Roshown McLeod,1998,-0.2,0.4,11.3,1.3,0.7,1.1,1,0.0004021142,0
Lamar Odom,1999,1.8,1.5,16.8,5.5,3.4,5.7,1,0.9997445,1
Elton Brand,1999,2.5,3.3,20.6,6.6,2.8,5.7,1,0.9982455,1
Andre Miller,1999,2.1,1.8,17.9,3.6,2.0,2.4,1,0.99648654,1
Steve Francis,1999,2.8,2.0,18.4,4.7,4.0,3.3,1,0.99640214,1
Shawn Marion,1999,1.0,2.4,17.1,1.7,1.0,4.5,1,0.976823,2
Jason Terry,1999,0.5,0.9,13.9,1.7,1.9,1.8,1,0.96113956,2
Metta World Peace,1999,1.0,2.6,13.4,3.9,2.3,3.4,1,0.95668924,2
James Posey,1999,1.4,1.9,13.0,1.9,1.2,2.9,1,0.9441254,2
Wally Szczerbiak,1999,1.6,1.7,15.4,2.2,1.1,2.5,1,0.9358109,1
Chucky Atkins,1999,0.5,1.3,14.4,1.6,1.7,1.3,1,0.83459234,2
Adrian Griffin,1999,1.3,2.1,12.6,2.2,1.3,3.4,1,0.13895786,0
Kenny Thomas,1999,-0.3,1.6,12.0,2.9,1.6,4.0,1,0.10173037,0
Corey Maggette,1999,-0.2,1.4,14.1,3.4,1.8,2.3,1,0.07099095,0
Vonteego Cummings,1999,0.2,0.7,12.9,2.3,1.8,1.7,1,0.034340832,0
Baron Davis,1999,0.5,2.2,12.9,1.9,1.7,1.4,1,0.031466193,0
Anthony Carter,1999,-0.4,2.4,11.0,1.6,2.2,1.9,1,0.025509614,0
Dedric Willoughby,1999,0.1,0.4,12.2,2.0,1.5,1.6,1,0.010750745,0
Richard Hamilton,1999,-0.6,0.3,11.6,1.9,1.2,1.3,1,0.004437701,0
Jeff Foster,1999,0.1,0.2,25.6,1.3,0.1,1.1,1,0.0015935549,0
Tim Young,1999,-0.1,0.0,11.7,1.4,0.4,0.9,1,0.0013268788,0
Eddie Robinson,1999,0.7,1.5,16.4,1.0,0.6,1.9,1,0.0010970143,0
Rick Hughes,1999,-0.2,0.1,10.9,1.2,0.7,1.2,1,0.0010730369,0
Greg Buckner,1999,0.1,0.8,12.1,1.3,0.8,2.5,1,0.00061571476,0
Cal Bowdler,1999,-0.2,0.3,10.0,0.8,0.5,1.4,1,0.0005089161,0
Trajan Langdon,1999,0.0,0.1,10.9,1.1,0.6,1.1,1,0.00040632088,0
Evan Eschmeyer,1999,-0.1,0.4,11.8,1.0,0.7,2.2,1,0.00037294527,0
Aleksandar Radojević,1999,-0.1,0.1,2.4,2.0,1.7,2.0,1,0.00035192995,0
Calvin Booth,1999,-0.1,0.2,11.9,1.3,0.5,1.5,1,0.00030985422,0
Michael Ruffin,1999,-0.8,1.0,7.8,1.2,0.8,1.9,1,0.00023723369,0
Dion Glover,1999,-0.1,0.1,12.4,2.3,0.9,0.8,1,0.00022498841,0
Kenyon Martin,2000,0.2,2.5,13.4,2.8,2.0,5.4,1,0.9986809,1
Darius Miles,2000,0.8,2.6,14.7,2.9,1.8,4.3,1,0.987772,1
Marcus Fizer,2000,-1.6,0.6,11.0,2.2,1.7,3.3,1,0.98600626,2
Mike Miller,2000,1.0,1.9,13.2,1.6,1.2,3.2,1,0.96314913,1
Morris Peterson,2000,0.5,1.3,14.1,1.8,1.0,1.8,1,0.90488744,1
Marc Jackson,2000,0.2,0.7,16.1,4.0,1.9,5.0,1,0.89921457,1
Hedo Türkoğlu,2000,0.4,1.8,11.7,1.5,0.7,2.2,1,0.8651579,2
Chris Mihm,2000,-0.7,1.0,12.6,2.1,1.4,2.9,1,0.8386604,2
Courtney Alexander,2000,-0.8,0.5,11.6,2.3,1.2,1.6,1,0.70927036,2
Desmond Mason,2000,-0.3,0.8,10.5,1.2,0.7,2.3,1,0.66986394,2
Stephen Jackson,2000,0.2,1.3,12.1,1.8,1.7,2.2,1,0.17911126,0
Jake Tsakalidis,2000,-0.5,1.6,9.6,1.6,1.2,2.8,1,0.034848332,0
Jamaal Magloire,2000,-0.1,2.0,13.4,2.0,0.8,2.6,1,0.026722915,0
Quentin Richardson,2000,0.9,1.0,16.5,2.1,0.8,2.0,1,0.020976057,0
Chris Porter,2000,-0.7,0.3,11.1,2.8,1.2,2.0,1,0.018699437,0
Mark Blount,2000,-0.3,1.4,11.1,1.0,1.0,2.1,1,0.008275832,0
Khalid El-Amin,2000,-0.1,0.4,12.2,1.4,1.1,1.2,1,0.0044616885,0
Stromile Swift,2000,0.0,1.6,13.1,1.8,0.8,2.2,1,0.0029562719,0
Stanislav Medvedenko,2000,0.0,0.0,21.8,1.7,0.4,1.1,1,0.0022744667,0
Mateen Cleaves,2000,-1.0,1.2,9.0,1.8,1.8,1.4,1,0.001495483,0
Eduardo Nájera,2000,0.2,0.4,14.0,0.8,0.4,1.4,1,0.0008671287,0
Keyon Dooling,2000,-0.2,0.7,12.6,2.4,1.2,1.1,1,0.00086336385,0
Dan McClintock,2000,-0.1,0.0,9.9,0.8,0.5,1.2,1,0.00042599643,0
Wang Zhizhi,2000,-0.1,0.0,14.9,2.0,0.2,1.2,1,0.00040593333,0
David Vanterpool,2000,-0.2,0.2,10.9,2.3,1.7,1.0,1,0.000374015,0
Lee Nailon,2000,-0.1,0.6,11.7,1.0,0.6,1.5,1,0.00028513384,0
Olumide Oyedeji,2000,-0.1,0.3,10.6,0.4,0.4,1.4,1,0.00020271869,0
Erick Barkley,2000,-0.1,0.0,10.3,0.0,0.6,0.4,1,0.00019964516,0
A.J. Guyton,2000,-0.3,-0.1,10.3,0.5,0.7,0.8,1,0.0001688352,0
Mike Penberthy,2000,0.1,0.2,11.2,0.6,0.6,1.0,1,0.00015083814,0
Pau Gasol,2001,2.8,2.8,19.5,5.8,2.7,6.0,1,0.9981504,1
Shane Battier,2001,1.9,2.1,13.9,3.6,2.0,3.1,1,0.9955728,1
Jamaal Tinsley,2001,1.0,2.9,13.4,2.3,3.4,2.8,1,0.9944792,2
Jason Richardson,2001,0.7,0.9,13.8,2.6,2.0,2.7,1,0.9841024,1
Tony Parker,2001,0.6,2.9,11.7,2.1,2.0,2.1,1,0.9733242,1
Andrei Kirilenko,2001,3.1,3.3,18.8,4.5,1.3,3.1,1,0.96165943,1
Richard Jefferson,2001,0.8,2.9,13.4,3.4,1.4,2.6,1,0.9470887,2
Eddie Griffin,2001,0.5,1.4,13.8,1.2,0.6,4.1,1,0.92941344,2
Željko Rebrača,2001,-0.1,1.9,16.2,2.4,1.1,2.8,1,0.8644143,2
Tyson Chandler,2001,-0.5,1.4,13.0,3.1,1.4,3.2,1,0.21104336,0
Joe Johnson,2001,0.6,1.9,11.8,0.7,0.9,2.4,1,0.09477846,0
Trenton Hassell,2001,-0.4,0.9,10.4,1.5,1.3,2.4,1,0.08595444,0
Brendan Haywood,2001,0.2,1.4,13.7,2.6,0.8,2.9,1,0.076315984,0
Jason Collins,2001,0.0,2.0,10.7,2.1,0.9,2.2,1,0.057202328,0
Gilbert Arenas,2001,0.9,0.7,17.0,3.4,2.1,1.9,1,0.053032637,0
Vladimir Radmanović,2001,0.8,1.5,12.7,1.2,1.2,3.0,1,0.027609505,0
Speedy Claxton,2001,0.6,2.4,12.6,2.0,1.4,1.7,1,0.017969104,0
Eddy Curry,2001,-0.7,0.8,14.4,2.2,1.0,2.2,1,0.015477492,0
Jarron Collins,2001,-0.5,1.0,11.5,2.6,0.8,2.3,1,0.006412155,0
Troy Murphy,2001,-0.8,0.7,10.3,1.9,1.0,2.7,1,0.004760454,0
Kenny Satterfield,2001,-0.2,0.3,11.5,1.3,1.5,1.0,1,0.0032872218,0
Etan Thomas,2001,0.1,0.9,15.7,1.6,0.6,2.7,1,0.001383997,0
Leon Smith,2001,0.0,0.1,14.0,1.2,0.2,1.5,1,0.0013578404,0
Chris Andersen,2001,-0.1,0.3,13.8,1.2,0.5,1.6,1,0.0012158713,0
Mengke Bateer,2001,-0.6,0.3,8.0,1.4,1.2,2.4,1,0.0010216531,0
Loren Woods,2001,-0.1,0.7,9.9,1.0,0.6,1.3,1,0.0007352225,0
Alton Ford,2001,-0.5,0.5,10.0,1.1,0.6,1.4,1,0.0004820808,0
Kwame Brown,2001,-0.4,0.8,11.2,1.7,0.8,2.4,1,0.0004787737,0
Kedrick Brown,2001,0.2,0.5,11.9,0.7,0.2,1.3,1,0.0004650962,0
Earl Watson,2001,0.4,0.8,11.6,0.6,0.8,0.8,1,0.0004039771,0
Amar'e Stoudemire,2002,0.4,3.6,16.2,5.9,2.3,5.7,1,0.9957743,1
Carlos Boozer,2002,1.0,1.8,17.9,2.4,1.3,5.0,1,0.99165875,2
Manu Ginóbili,2002,1.4,2.4,14.7,2.5,1.4,1.7,1,0.9870861,2
Caron Butler,2002,1.8,3.6,15.1,4.8,2.5,3.4,1,0.9430058,1
Gordan Giriček,2002,-0.5,0.7,12.1,2.4,1.9,2.7,1,0.93817645,2
Drew Gooden,2002,-0.4,1.3,15.0,3.0,2.1,4.2,1,0.92253447,1
Yao Ming,2002,2.5,3.5,20.6,4.5,2.1,5.8,1,0.9023113,1
Jay Williams,2002,0.0,1.3,12.2,2.1,2.3,2.2,1,0.88785887,2
J.R. Bremer,2002,0.6,1.2,12.7,1.7,0.9,2.0,1,0.8543052,2
Marko Jarić,2002,0.8,1.3,14.4,1.6,1.6,1.9,1,0.23046954,0
Nenê,2002,1.6,3.8,15.4,4.3,2.3,3.5,1,0.11833934,0
Mehmet Okur,2002,0.5,2.1,14.8,1.8,0.9,3.0,1,0.08622616,0
Reggie Evans,2002,-0.3,1.7,10.4,2.3,0.8,4.1,1,0.07132351,0
Junior Harrington,2002,-1.6,2.4,6.4,1.4,1.9,2.5,1,0.03317896,0
Mike Batiste,2002,-0.5,0.7,12.2,1.2,0.9,2.3,1,0.015559979,0
Melvin Ely,2002,-0.4,0.4,10.8,1.4,1.0,2.1,1,0.005252564,0
Dajuan Wagner,2002,-0.9,0.1,10.9,3.4,1.8,1.3,1,0.0036787675,0
Vincent Yarbrough,2002,-0.1,1.7,9.5,1.1,1.4,2.1,1,0.0036443502,0
Mike Dunleavy,2002,0.4,0.4,12.5,1.2,1.0,1.8,1,0.0034064825,0
Jared Jeffries,2002,0.0,0.2,11.1,1.5,1.1,1.6,1,0.002319589,0
Rasual Butler,2002,-0.2,1.4,9.5,1.4,1.1,2.2,1,0.0022064564,0
Smush Parker,2002,-0.4,0.5,11.3,1.8,2.0,1.4,1,0.0010913741,0
Dan Gadzuric,2002,-0.3,0.7,11.2,1.1,0.6,2.7,1,0.00089717226,0
Lonny Baxter,2002,-0.6,0.5,11.3,1.9,0.8,1.8,1,0.0003473652,0
Tayshaun Prince,2002,0.2,0.6,11.7,0.4,0.5,1.0,1,0.00032224107,0
Sean Lampley,2002,0.0,0.4,12.4,2.3,0.7,1.6,1,0.00022601312,0
Nikoloz Tskitishvili,2002,-1.2,1.3,4.9,0.8,1.0,1.4,1,0.00021536053,0
Juan Dixon,2002,-0.3,0.5,11.0,1.1,1.0,1.4,1,0.00018592946,0
Nate Huffman,2002,-0.1,0.1,11.8,1.1,0.4,2.0,1,0.0001074737,0
Tito Maddox,2002,0.0,0.1,11.2,0.9,0.3,0.7,1,0.0001057553,0
Dwyane Wade,2003,1.9,2.3,17.6,5.1,3.2,2.7,1,0.9999219,1
Carmelo Anthony,2003,1.6,2.4,17.6,6.4,3.0,3.8,1,0.99972135,1
LeBron James,2003,2.9,2.6,18.3,5.8,3.5,4.2,1,0.99718434,1
Chris Bosh,2003,0.8,3.8,15.1,3.8,1.4,4.9,1,0.97836715,1
T.J. Ford,2003,-0.1,0.9,12.1,1.8,2.5,2.5,1,0.9736169,2
Josh Howard,2003,0.8,1.2,15.7,2.1,1.0,3.3,1,0.94575614,2
Kirk Hinrich,2003,0.8,1.9,13.1,2.2,2.7,2.9,1,0.9335438,1
Udonis Haslem,2003,0.0,2.1,13.7,2.4,1.0,3.8,1,0.8977798,2
Marquis Daniels,2003,1.1,0.4,20.1,1.4,0.8,1.4,1,0.88077843,2
Jarvis Hayes,2003,-1.1,1.1,9.4,1.4,1.6,2.8,1,0.76613796,2
Raül López,2003,-0.3,1.2,12.0,1.4,2.1,1.6,1,0.033298276,0
Darius Songaila,2003,0.2,0.9,14.6,1.2,0.6,1.8,1,0.022789719,0
Leandro Barbosa,2003,0.5,1.0,12.7,0.9,1.7,1.4,1,0.022323944,0
Chris Kaman,2003,-1.0,0.9,9.6,1.7,1.9,4.1,1,0.013142765,0
Boris Diaw,2003,-0.2,1.1,8.8,1.2,1.7,3.0,1,0.010258096,0
Francisco Elson,2003,0.0,1.2,11.2,0.7,0.6,2.2,1,0.006393244,0
Matt Barnes,2003,0.0,0.3,10.6,1.6,1.2,2.6,1,0.0060508596,0
David West,2003,0.4,1.3,15.9,1.1,0.7,2.5,1,0.004815805,0
Marcus Banks,2003,-0.4,1.4,11.0,1.6,1.5,1.3,1,0.003196279,0
Linton Johnson,2003,-0.2,1.1,9.6,0.9,0.9,3.0,1,0.0031582625,0
Steve Blake,2003,-0.2,0.7,10.9,0.9,1.7,1.3,1,0.0023190968,0
Mickaël Piétrus,2003,0.3,0.7,12.9,1.4,0.8,1.3,1,0.0020817947,0
Kyle Korver,2003,0.3,0.8,10.1,0.3,0.6,1.1,1,0.0017915939,0
Ronald Dupree,2003,-0.5,0.9,9.7,2.2,1.1,2.4,1,0.0017826528,0
Keith Bogans,2003,-0.2,0.0,11.0,1.4,1.0,2.9,1,0.0013069105,0
Zoran Planinić,2003,-0.2,0.6,10.0,1.2,0.7,0.8,1,0.0013033102,0
Luke Walton,2003,0.5,0.9,12.7,0.6,0.6,1.2,1,0.001289886,0
Luke Ridnour,2003,0.2,0.2,13.1,1.1,1.2,1.1,1,0.0010964413,0
Zaza Pachulia,2003,-0.6,0.2,10.8,1.5,0.6,1.8,1,0.00038057813,0
Brandon Hunter,2003,0.0,0.4,12.6,1.2,0.6,1.9,1,0.00036107076,0
Andre Iguodala,2004,2.3,4.0,13.5,2.6,1.7,4.6,1,0.99746954,1
Dwight Howard,2004,1.4,3.5,17.2,5.0,2.0,6.5,1,0.9875452,1
Luol Deng,2004,1.3,2.9,14.2,2.7,1.9,3.8,1,0.98257035,1
Nenad Krstić,2004,-0.6,2.5,13.4,3.4,1.5,3.2,1,0.97593033,2
Emeka Okafor,2004,0.0,3.1,16.3,4.7,1.7,7.1,1,0.9717012,1
Josh Smith,2004,0.8,1.8,15.4,3.2,1.8,4.2,1,0.9704873,2
Ben Gordon,2004,1.4,2.7,14.9,3.3,2.3,2.0,1,0.9698594,1
Jameer Nelson,2004,0.5,1.3,14.5,1.4,1.5,1.8,1,0.93280095,2
Josh Childress,2004,0.8,0.9,15.2,2.9,1.3,3.6,1,0.9012904,2
Al Jefferson,2004,-0.1,1.4,16.6,1.9,0.9,2.7,1,0.847148,2
Trevor Ariza,2004,0.5,1.3,13.3,2.2,0.9,1.9,1,0.118419886,0
Tony Allen,2004,0.7,1.6,14.7,2.0,1.0,1.8,1,0.08944864,0
Andrés Nocioni,2004,0.0,3.3,10.1,2.7,1.7,3.9,1,0.07683952,0
Chris Duhon,2004,0.7,3.3,9.8,0.8,1.5,2.3,1,0.069364235,0
Anderson Varejão,2004,0.5,1.4,17.0,2.4,0.5,2.7,1,0.05946413,0
Shaun Livingston,2004,-0.1,0.7,10.4,2.0,2.5,2.2,1,0.03356976,0
Devin Harris,2004,1.2,1.6,14.7,1.4,1.1,1.0,1,0.014581723,0
Nick Collison,2004,0.1,1.2,15.0,1.4,0.8,2.7,1,0.014090423,0
David Harrison,2004,-0.2,1.1,12.9,2.1,1.2,2.0,1,0.009824047,0
Beno Udrih,2004,0.9,1.8,14.3,1.1,1.0,0.8,1,0.009405221,0
Jackson Vroman,2004,-0.5,0.8,9.6,1.6,1.4,2.4,1,0.0083024,0
Quinton Ross,2004,-0.3,1.3,8.9,1.4,0.7,1.9,1,0.002525558,0
Sebastian Telfair,2004,-1.3,0.5,9.7,2.0,1.8,1.4,1,0.0018152092,0
Damien Wilkins,2004,0.3,0.3,13.4,1.2,0.6,1.3,1,0.0013819897,0
Delonte West,2004,0.2,0.5,12.3,0.7,0.6,1.3,1,0.0004846719,0
Viktor Khryapa,2004,-0.3,0.6,9.0,1.3,1.0,2.5,1,0.00039294895,0
Rafael Araújo,2004,-1.0,0.7,7.1,0.9,0.9,2.1,1,0.00030929493,0
J.R. Smith,2004,-0.4,0.9,10.9,2.1,1.4,1.5,1,0.00023741968,0
Donta Smith,2004,-0.2,0.2,10.6,1.3,0.7,0.9,1,0.00023470151,0
Luis Flores,2004,0.0,0.0,10.1,0.1,0.7,0.1,1,0.00019964516,0
Andrew Bogut,2005,1.4,2.4,15.2,2.4,1.5,4.7,1,0.9961732,1
Raymond Felton,2005,0.8,1.8,14.2,2.8,2.3,2.4,1,0.97969556,2
Luther Head,2005,1.1,2.9,11.2,1.5,1.5,2.9,1,0.96868694,2
Channing Frye,2005,0.5,0.9,18.1,3.5,1.5,3.6,1,0.96581763,1
Danny Granger,2005,1.4,3.0,14.7,1.9,1.0,3.2,1,0.96488357,2
Ryan Gomes,2005,0.3,1.2,14.0,2.4,0.9,3.2,1,0.9382607,2
Charlie Villanueva,2005,0.6,1.0,16.4,2.0,1.2,4.2,1,0.93580467,1
Deron Williams,2005,0.2,1.3,12.4,1.7,1.8,2.0,1,0.922701,1
Chris Paul,2005,5.1,3.6,22.1,6.0,2.3,4.3,1,0.9038333,1
Marvin Williams,2005,-0.7,0.7,12.2,3.2,1.1,3.3,1,0.88916945,2
Monta Ellis,2005,0.1,0.8,11.1,1.2,1.2,1.7,1,0.047887754,0
Francisco García,2005,0.4,1.6,10.3,1.5,1.1,2.2,1,0.04224297,0
Šarūnas Jasikevičius,2005,0.9,1.7,12.9,1.8,1.5,1.8,1,0.032202587,0
Sean May,2005,0.0,0.5,15.3,2.8,1.4,2.9,1,0.023541313,0
José Calderón,2005,-0.3,0.0,11.4,1.4,1.6,1.7,1,0.020157225,0
Salim Stoudamire,2005,-0.2,0.0,12.5,1.8,1.3,1.7,1,0.013836691,0
Joey Graham,2005,-0.7,0.3,10.2,1.7,1.2,2.3,1,0.013772022,0
Ike Diogu,2005,0.0,1.0,15.8,2.4,1.1,1.9,1,0.012820328,0
Amir Johnson,2005,0.0,0.0,20.3,1.3,1.3,0.3,1,0.007203712,0
Bracey Wright,2005,0.0,0.1,12.1,2.3,1.1,2.1,1,0.0068653314,0
Hakim Warrick,2005,-0.5,1.1,11.0,1.7,0.8,1.5,1,0.0028789407,0
Jarrett Jack,2005,-0.4,0.1,12.3,2.0,1.3,1.8,1,0.0025145628,0
Rashad McCants,2005,0.1,1.4,12.6,1.3,1.1,1.4,1,0.0020972446,0
David Lee,2005,0.6,0.8,15.4,1.8,0.8,2.9,1,0.0019978324,0
Nate Robinson,2005,-0.1,0.5,12.6,2.8,1.6,1.5,1,0.0017703022,0
Gerald Fitch,2005,-0.1,0.3,10.2,1.3,0.8,1.3,1,0.0016557036,0
Johan Petro,2005,-0.9,0.2,10.4,1.1,0.9,2.8,1,0.0010748811,0
Martell Webster,2005,-0.1,0.1,11.6,1.2,0.7,1.7,1,0.00094210106,0
Rawle Marshall,2005,0.0,0.3,10.1,1.3,0.7,1.0,1,0.00085269904,0
Ronny Turiaf,2005,0.0,0.2,12.2,1.2,0.3,1.1,1,0.00075698417,0
Randy Foye,2006,0.5,1.3,14.0,2.3,1.9,2.1,1,0.95830446,1
Rudy Gay,2006,-0.1,1.0,12.4,2.7,1.8,3.3,1,0.9233881,1
Craig Smith,2006,0.1,1.7,15.7,2.3,0.9,3.3,1,0.9218269,2
Andrea Bargnani,2006,0.1,1.7,12.8,2.2,1.6,3.1,1,0.91569144,1
Paul Millsap,2006,0.9,2.3,17.6,2.5,1.1,2.9,1,0.90679985,2
Tyrus Thomas,2006,0.2,2.6,14.8,2.4,1.3,2.5,1,0.90604866,2
Brandon Roy,2006,2.0,1.0,18.0,4.2,2.0,3.4,1,0.9007466,1
Adam Morrison,2006,-1.8,0.8,7.9,2.2,1.7,2.3,1,0.8098814,2
Rajon Rondo,2006,0.8,2.6,13.1,2.4,1.8,2.8,1,0.2092032,0
Shelden Williams,2006,-0.5,1.9,12.3,1.8,1.2,3.8,1,0.11090674,0
Jorge Garbajosa,2006,1.1,2.4,12.1,1.2,1.0,4.2,1,0.079832196,0
Rodney Carney,2006,-0.1,1.0,11.4,1.3,0.6,1.3,1,0.026743678,0
Renaldo Balkman,2006,0.9,1.7,16.1,1.3,0.7,2.9,1,0.005966742,0
Kevinn Pinkney,2006,0.0,0.1,11.6,1.5,0.7,1.3,1,0.005742139,0
Kyle Lowry,2006,0.3,0.2,18.3,2.8,1.2,1.9,1,0.0049674534,0
Ronnie Brewer,2006,0.6,0.7,15.2,1.5,0.4,0.7,1,0.0034911463,0
Kelenna Azubuike,2006,0.2,0.5,13.4,1.9,1.0,1.7,1,0.0022808623,0
Leon Powe,2006,-0.3,0.8,14.6,2.3,0.7,1.9,1,0.0019474826,0
Josh Boone,2006,-0.2,0.8,14.6,1.7,0.5,1.8,1,0.0017157977,0
Marcus Williams,2006,-0.6,1.0,11.5,1.1,1.8,1.7,1,0.0016657867,0
Allan Ray,2006,-0.1,0.5,10.0,1.2,0.9,1.1,1,0.0010563381,0
Hilton Armstrong,2006,-0.1,0.7,12.2,1.2,0.6,1.6,1,0.00080230413,0
LaMarcus Aldridge,2006,0.2,1.0,17.1,1.8,0.7,2.7,1,0.0006828571,0
Pops Mensah-Bonsu,2006,-0.1,0.1,11.6,1.5,0.8,1.0,1,0.00061512674,0
James White,2006,-0.1,0.2,12.1,2.5,0.8,2.8,1,0.00050150114,0
Daniel Gibson,2006,0.3,1.2,9.4,0.7,0.7,1.1,1,0.00046637727,0
JJ Redick,2006,0.3,0.5,13.0,1.4,0.5,1.0,1,0.00045451216,0
Justin Williams,2006,-0.1,0.4,17.3,2.4,0.6,2.5,1,0.000383659,0
Tarence Kinsey,2006,0.0,0.3,13.0,2.0,1.0,1.4,1,0.00038063622,0
Alexander Johnson,2006,-0.3,0.6,13.2,2.0,0.8,2.2,1,0.0002632491,0
Kevin Durant,2007,1.3,1.9,15.8,5.6,2.9,3.5,1,0.9982431,1
Al Horford,2007,0.3,3.0,14.7,2.6,1.7,6.6,1,0.99256116,1
Luis Scola,2007,1.0,3.7,16.1,2.9,1.3,4.3,1,0.9816024,1
Jamario Moon,2007,2.2,3.6,15.0,1.1,0.7,5.0,1,0.9433447,2
Jeff Green,2007,-1.2,1.5,9.8,3.0,2.0,3.5,1,0.9315382,1
Al Thornton,2007,-0.8,1.6,12.7,3.6,1.6,3.3,1,0.931277,1
Thaddeus Young,2007,1.0,2.0,16.5,1.4,0.9,2.6,1,0.8933105,2
Rodney Stuckey,2007,0.3,1.6,13.8,2.7,1.4,1.7,1,0.87604207,2
Juan Carlos Navarro,2007,-0.2,0.4,11.9,1.8,1.6,2.1,1,0.8651843,2
Carl Landry,2007,0.6,1.2,21.4,2.6,0.6,2.6,1,0.8310504,2
Joakim Noah,2007,0.7,2.3,15.5,2.6,1.2,3.3,1,0.14770944,0
Sean Williams,2007,-0.1,1.7,13.9,1.8,1.0,2.8,1,0.12538981,0
Mike Conley,2007,-0.3,0.5,12.6,2.3,1.7,2.2,1,0.10230681,0
Yi Jianlian,2007,-0.8,0.9,11.3,2.2,1.4,3.6,1,0.08822845,0
Ramon Sessions,2007,0.1,0.2,16.2,2.4,2.1,2.9,1,0.07952868,0
Nick Young,2007,-0.8,0.6,11.6,1.7,1.3,1.2,1,0.053234223,0
Arron Afflalo,2007,0.1,1.4,10.2,1.2,0.5,1.3,1,0.024158651,0
Jared Dudley,2007,0.4,1.1,13.6,1.6,0.7,2.3,1,0.016687583,0
Aaron Gray,2007,-0.2,0.8,13.9,1.6,0.9,1.6,1,0.005796126,0
Corey Brewer,2007,-1.0,1.2,8.3,1.4,1.1,2.7,1,0.005443541,0
Julian Wright,2007,0.6,0.9,15.4,0.9,0.6,1.5,1,0.0046202573,0
Glen Davis,2007,-0.2,1.9,11.3,2.2,0.9,1.6,1,0.0030076557,0
Marcus Williams,2007,-0.1,0.5,11.0,0.9,1.4,1.6,1,0.0021658859,0
Stéphane Lasme,2007,-0.2,0.3,11.7,2.0,0.9,1.7,1,0.0010949814,0
Jason Smith,2007,-0.4,1.4,10.7,1.1,0.6,2.0,1,0.0007887949,0
Spencer Hawes,2007,-0.5,0.8,11.6,0.8,0.8,2.3,1,0.000717312,0
Ian Mahinmi,2007,0.0,0.1,35.3,1.5,0.3,0.8,1,0.00058622594,0
Daequan Cook,2007,-1.2,0.6,7.9,1.0,1.1,2.7,1,0.00051784795,0
Javaris Crittenton,2007,-0.4,0.4,11.0,2.1,1.1,1.7,1,0.00042944402,0
Wilson Chandler,2007,-0.3,0.4,11.7,1.5,0.8,2.5,1,0.00034568613,0
Mario Chalmers,2008,1.0,3.1,13.3,2.4,2.0,2.3,1,0.99808717,2
Brook Lopez,2008,0.9,2.7,17.9,2.6,1.8,5.4,1,0.9959843,1
Marc Gasol,2008,1.2,2.7,16.7,4.6,2.0,4.9,1,0.9958352,2
