Player,Season,VORP,DWS,PER,G,FTA,TOV,PTS,DRB,AllNBA,Class
Ryan Anderson,2017,0.9,1.7,12.6,66.0,1.4,0.6,9.3,3.6,0,0
T.J. McConnell,2017,0.9,2.5,12.5,76.0,0.5,1.5,6.3,2.5,0,0
Rajon Rondo,2017,0.7,1.7,15.3,65.0,0.7,2.3,8.3,3.6,0,0
Robin Lopez,2017,-0.1,0.7,14.7,64.0,1.4,1.7,11.8,2.4,0,0
Jerian Grant,2017,0.3,1.0,14.3,74.0,2.5,1.2,8.4,1.9,0,0
Nikola Vučević,2017,2.0,2.3,19.7,57.0,1.6,1.9,16.5,7.4,0,0
Justise Winslow,2017,0.4,2.4,11.5,68.0,1.5,1.1,7.8,4.5,0,0
Pascal Siakam,2017,1.4,2.5,14.5,81.0,1.1,0.8,7.3,3.5,0,0
Dwight Powell,2017,1.5,2.1,18.8,79.0,2.3,0.7,8.5,3.9,0,0
Jarell Martin,2017,-0.8,1.2,10.5,73.0,1.6,1.2,7.7,3.0,0,0
Tyler Ulis,2017,-1.0,0.5,10.1,71.0,1.4,1.8,7.8,1.5,0,0
Mario Hezonja,2017,0.6,1.8,13.7,75.0,1.4,1.1,9.6,3.2,0,0
Jamal Crawford,2017,-0.1,0.3,13.0,80.0,1.4,1.2,10.3,1.0,0,0
Michael Beasley,2017,0.7,1.5,17.8,74.0,2.1,1.9,13.2,4.3,0,0
Kevin Love,2017,2.2,1.6,22.4,59.0,4.5,1.5,17.6,7.5,0,0
Jerami Grant,2017,1.0,1.9,16.2,81.0,3.0,0.7,8.4,2.9,0,0
David Nwaba,2017,-0.2,1.4,12.2,70.0,2.9,1.1,7.9,3.4,0,0
Bobby Portis,2017,1.2,1.5,19.7,73.0,2.1,1.4,13.2,4.6,0,0
Tomáš Satoranský,2017,1.3,1.3,15.4,73.0,1.3,1.1,7.2,2.2,0,0
Stephen Curry,2017,4.0,1.8,28.2,51.0,5.9,3.0,26.4,4.4,1,3
Troy Daniels,2017,-0.3,0.0,9.8,79.0,0.8,0.7,8.9,1.5,0,0
Andre Iguodala,2017,0.7,1.6,11.2,64.0,1.4,1.0,6.0,3.1,0,0
Rodney Hood,2017,0.8,1.5,14.3,60.0,2.2,1.2,14.7,2.4,0,0
Garrett Temple,2017,-0.2,0.9,10.3,65.0,1.2,1.2,8.4,2.0,0,0
Marcus Smart,2017,0.3,2.5,10.8,54.0,2.5,2.4,10.2,2.7,0,0
Tyreke Evans,2017,2.6,1.2,21.1,52.0,4.0,2.3,19.4,4.3,0,0
James Ennis III,2017,0.3,1.1,11.6,72.0,1.6,0.8,7.1,2.1,0,0
J.J. Barea,2017,1.3,1.0,17.8,69.0,1.5,2.1,11.6,2.7,0,0
Kyle Korver,2017,0.9,0.6,13.4,73.0,1.0,0.8,9.2,2.1,0,0
Luc Mbah a Moute,2017,0.7,2.1,10.3,61.0,1.6,1.1,7.5,2.7,0,0
Dante Cunningham,2017,0.1,1.3,10.0,73.0,0.7,0.5,5.7,3.0,0,0
Kristaps Porziņģis,2017,1.5,1.8,20.4,48.0,5.7,1.9,22.7,5.3,0,0
Jarrett Jack,2017,-0.3,0.7,11.5,62.0,1.2,1.9,7.5,2.7,0,0
Dewayne Dedmon,2017,0.8,1.9,15.8,62.0,1.4,1.4,10.0,6.3,0,0
JaMychal Green,2017,-0.1,1.3,14.0,55.0,2.0,1.4,10.3,5.8,0,0
Dwyane Wade,2017,0.4,1.6,15.0,67.0,2.8,2.1,11.4,3.0,0,0
Shabazz Napier,2017,1.0,2.0,14.2,74.0,1.9,1.2,8.7,1.9,0,0
Marquese Chriss,2017,-0.3,1.5,11.1,72.0,2.2,1.5,7.7,4.4,0,0
Kris Dunn,2017,0.3,1.9,14.5,52.0,2.2,2.9,13.4,3.8,0,0
Jakob Poeltl,2017,0.9,2.4,17.5,82.0,1.2,1.0,6.9,2.8,0,0
Fred VanVleet,2017,1.7,2.0,15.9,76.0,1.3,1.0,8.6,2.1,0,0
Bryn Forbes,2017,-0.4,1.3,9.1,80.0,0.9,0.5,6.9,1.2,0,0
Zach Randolph,2017,0.4,1.2,17.3,59.0,1.8,2.0,14.5,5.1,0,0
Bismack Biyombo,2017,-0.2,1.8,14.1,82.0,1.9,1.0,5.7,4.0,0,0
Nikola Mirotić,2017,1.6,1.8,18.7,55.0,2.5,1.1,15.6,6.3,0,0
Pat Connaughton,2017,0.1,1.3,9.3,82.0,0.5,0.5,5.4,1.5,0,0
Wesley Johnson,2017,0.5,1.7,9.8,74.0,0.8,0.7,5.4,2.5,0,0
Aron Baynes,2017,-0.3,2.5,12.0,81.0,1.0,1.0,6.0,3.8,0,0
Ed Davis,2017,0.5,2.5,15.5,78.0,1.4,0.8,5.3,5.0,0,0
Tyus Jones,2017,1.1,1.2,14.1,82.0,1.0,0.7,5.1,1.4,0,0
Ian Clark,2017,-0.6,0.8,9.4,74.0,0.8,0.8,7.4,1.6,0,0
Marcus Morris,2017,0.7,2.2,14.5,54.0,2.9,1.2,13.6,4.6,0,0
Mason Plumlee,2017,0.9,1.8,16.9,74.0,2.4,1.4,7.1,3.6,0,0
Malcolm Brogdon,2017,0.3,0.7,14.3,48.0,1.8,1.4,13.0,2.8,0,0
Delon Wright,2017,1.9,2.1,16.5,69.0,1.7,1.1,8.0,2.2,0,0
Avery Bradley,2017,-0.7,1.2,9.6,46.0,1.8,2.2,14.3,2.0,0,0
Mario Chalmers,2017,-0.4,1.3,10.4,66.0,2.1,1.8,7.7,2.2,0,0
Larry Nance Jr.,2017,1.6,2.3,20.2,66.0,2.1,0.8,8.7,4.4,0,0
John Wall,2017,1.8,1.5,19.1,41.0,5.9,3.9,19.4,3.1,0,0
Mike Scott,2017,0.1,1.0,13.6,76.0,1.0,1.0,8.8,2.6,0,0
Alex Len,2017,0.8,1.3,19.4,69.0,3.3,1.1,8.5,5.0,0,0
Nick Young,2017,-0.5,0.9,10.0,80.0,0.8,0.5,7.3,1.3,0,0
Trey Lyles,2017,1.1,1.2,17.9,73.0,2.0,0.8,9.9,4.0,0,0
Kosta Koufos,2017,0.6,1.5,17.5,71.0,1.0,0.7,6.7,4.5,0,0
Kyle O'Quinn,2017,1.8,2.1,20.0,77.0,1.6,1.3,7.1,4.5,0,0
Nemanja Bjelica,2017,0.7,1.1,12.6,67.0,0.7,0.8,6.8,3.3,0,0
Raymond Felton,2017,0.5,1.3,13.0,82.0,0.5,0.9,6.9,1.6,0,0
Shelvin Mack,2017,0.2,1.0,13.3,69.0,1.4,1.3,6.9,2.1,0,0
Hassan Whiteside,2017,1.6,3.0,24.1,54.0,3.4,1.7,14.0,8.2,0,0
Quincy Acy,2017,-0.2,1.1,8.2,70.0,0.9,0.9,5.9,3.1,0,0
Lance Thomas,2017,-0.6,0.6,6.3,73.0,0.7,0.5,4.1,1.8,0,0
Devin Harris,2017,0.1,0.9,13.0,71.0,2.4,1.1,8.4,1.6,0,0
C.J. Miles,2017,0.8,1.5,13.0,70.0,1.4,0.6,10.0,1.9,0,0
Gorgui Dieng,2017,0.3,1.3,14.7,79.0,1.3,0.7,5.9,3.2,0,0
Andrew Harrison,2017,0.2,0.7,12.7,56.0,2.8,1.4,9.5,1.9,0,0
Manu Ginóbili,2017,0.2,1.6,12.9,65.0,2.0,1.6,8.9,1.9,0,0
Montrezl Harrell,2017,1.7,1.3,24.7,76.0,2.9,0.9,11.0,2.7,0,0
Patrick Patterson,2017,0.6,1.4,10.0,82.0,0.6,0.4,3.9,2.0,0,0
Maurice Harkless,2017,1.1,1.7,12.6,59.0,1.0,0.7,6.5,2.0,0,0
Emmanuel Mudiay,2017,-0.6,0.7,11.5,64.0,2.0,1.8,8.6,2.0,0,0
Skal Labissière,2017,-0.2,1.0,14.3,60.0,2.0,1.2,8.7,3.2,0,0
Thon Maker,2017,-0.5,1.1,10.2,74.0,1.3,0.6,4.8,2.0,0,0
D'Angelo Russell,2017,0.3,0.9,15.2,48.0,2.7,3.1,15.5,3.3,0,0
Rudy Gay,2017,0.9,2.1,18.0,57.0,2.5,1.4,11.5,3.8,0,0
Corey Brewer,2017,0.2,1.6,11.2,72.0,1.3,0.7,5.3,1.5,0,0
Joe Johnson,2017,-0.3,1.3,8.1,55.0,0.8,0.9,6.8,2.9,0,0
Reggie Jackson,2017,0.5,0.9,15.9,45.0,3.0,2.2,14.6,2.1,0,0
Amir Johnson,2017,0.9,2.0,14.9,74.0,1.1,0.7,4.6,2.8,0,0
Isaiah Taylor,2017,-0.7,0.5,10.9,67.0,2.1,1.3,6.6,1.1,0,0
Trevor Booker,2017,0.4,1.3,14.9,68.0,1.4,0.9,6.3,3.0,0,0
Tyson Chandler,2017,0.2,0.8,14.2,46.0,2.0,1.3,6.5,6.2,0,0
Ian Mahinmi,2017,-0.7,1.4,12.2,77.0,1.7,1.3,4.8,2.3,0,0
Paul Millsap,2017,0.7,1.1,17.0,38.0,4.2,1.9,14.6,4.7,0,0
Álex Abrines,2017,0.1,0.9,9.0,75.0,0.6,0.3,4.7,1.2,0,0
Jonas Jerebko,2017,0.6,1.6,13.2,74.0,0.8,0.4,5.8,2.6,0,0
Shaun Livingston,2017,-0.3,0.9,11.6,71.0,0.9,0.8,5.5,1.4,0,0
Jodie Meeks,2017,0.3,0.8,12.4,77.0,1.5,0.5,6.3,1.4,0,0
Tyler Zeller,2017,0.2,0.9,16.0,66.0,1.2,0.7,6.7,3.0,0,0
Ben McLemore,2017,-0.5,0.7,9.7,56.0,1.1,1.1,7.5,1.9,0,0
Dāvis Bertāns,2017,1.0,1.4,14.1,77.0,0.6,0.5,5.9,1.8,0,0
Tristan Thompson,2017,-0.2,0.7,13.6,53.0,1.5,0.7,5.8,4.3,0,0
Tony Parker,2017,-0.3,1.1,12.7,55.0,1.4,1.2,7.7,1.6,0,0
Norman Powell,2017,-0.3,1.2,8.5,70.0,0.6,0.9,5.5,1.5,0,0
Mike Muscala,2017,0.6,0.9,14.4,53.0,1.2,0.8,7.6,3.3,0,0
Alec Burks,2017,0.3,1.6,13.1,64.0,1.9,0.9,7.7,2.7,0,0
Treveon Graham,2017,-0.2,0.7,9.0,63.0,0.9,0.4,4.3,1.3,0,0
Greg Monroe,2017,1.1,1.6,21.2,51.0,2.3,1.8,10.3,4.7,0,0
Andre Roberson,2017,0.5,1.3,10.9,39.0,1.0,0.8,5.0,2.8,0,0
Vince Carter,2017,0.2,0.9,10.8,58.0,0.6,0.6,5.4,2.2,0,0
Malcolm Delaney,2017,-0.1,0.6,10.6,54.0,1.7,1.2,6.3,1.7,0,0
Jameer Nelson,2017,-0.3,0.7,8.1,50.0,0.4,1.3,4.9,1.8,0,0
David West,2017,1.3,1.7,20.9,73.0,1.1,1.1,6.8,2.4,0,0
Josh Huestis,2017,-0.5,1.0,5.4,69.0,0.3,0.4,2.3,1.7,0,0
Cristiano Felício,2017,-0.5,0.5,12.5,55.0,1.5,1.0,5.6,2.7,0,0
Zaza Pachulia,2017,0.5,1.4,17.0,69.0,1.3,1.0,5.4,3.4,0,0
Patrick McCaw,2017,-0.5,0.8,7.4,57.0,0.6,0.7,4.0,1.2,0,0
Deyonta Davis,2017,0.1,0.8,16.6,62.0,0.9,0.5,5.8,2.8,0,0
Gerald Green,2017,0.5,1.0,14.1,41.0,1.5,0.8,12.1,2.9,0,0
Jerryd Bayless,2017,-0.2,0.9,7.5,39.0,1.1,1.2,7.9,1.7,0,0
Miles Plumlee,2017,-0.4,0.7,10.6,55.0,1.1,1.1,4.3,2.7,0,0
Dion Waiters,2017,-0.4,0.8,10.5,30.0,2.3,2.3,14.3,2.3,0,0
José Calderón,2017,0.0,0.3,11.3,57.0,0.5,0.7,4.5,1.2,0,0
Kevon Looney,2017,0.4,1.3,14.8,66.0,1.2,0.5,4.0,2.0,0,0
Sam Dekker,2017,-0.2,0.6,11.5,73.0,0.8,0.5,4.2,1.8,0,0
Noah Vonleh,2017,0.2,1.2,12.8,54.0,1.1,0.6,4.9,4.5,0,0
Langston Galloway,2017,0.5,0.9,12.2,58.0,0.7,0.3,6.2,1.4,0,0
Isaiah Thomas,2017,-0.6,0.3,12.6,32.0,4.1,3.0,15.2,1.6,0,0
Tim Frazier,2017,0.2,1.0,11.3,59.0,0.5,1.0,3.0,1.6,0,0
Michael Carter-Williams,2017,0.1,1.1,10.8,52.0,1.7,1.0,4.6,1.9,0,0
Paul Zipser,2017,-0.8,0.6,5.2,54.0,0.5,0.8,4.0,2.2,0,0
Jason Terry,2017,0.0,0.6,8.1,51.0,0.2,0.5,3.3,0.8,0,0
Ekpe Udoh,2017,1.1,1.8,15.2,63.0,0.9,0.3,2.6,1.3,0,0
Timothé Luwawu-Cabarrot,2017,-0.4,0.7,7.0,52.0,1.1,0.7,5.8,1.1,0,0
Thabo Sefolosha,2017,0.9,1.6,15.8,38.0,1.4,0.8,8.2,3.5,0,0
Eric Moreland,2017,0.5,1.6,13.9,67.0,0.4,0.6,2.1,2.9,0,0
Trey Burke,2017,0.9,0.3,21.0,36.0,1.6,1.2,12.8,1.6,0,0
Shane Larkin,2017,0.1,1.1,10.3,54.0,0.7,0.6,4.3,1.4,0,0
Nenê,2017,0.2,1.1,16.4,52.0,2.1,0.7,6.5,2.3,0,0
Richaun Holmes,2017,0.6,1.3,17.4,48.0,1.2,0.5,6.5,3.2,0,0
Jabari Parker,2017,0.2,0.6,17.1,31.0,1.7,1.5,12.6,3.5,0,0
Omri Casspi,2017,0.2,1.0,15.5,53.0,1.3,0.7,5.7,3.2,0,0
Quinn Cook,2017,0.1,0.4,12.8,33.0,0.8,1.0,9.5,2.2,0,0
Salah Mejri,2017,0.5,1.3,17.8,61.0,1.1,0.6,3.5,2.6,0,0
DeAndre Liggins,2017,-0.1,0.7,6.0,58.0,0.1,0.3,1.7,1.2,0,0
Luke Babbitt,2017,-0.1,0.4,9.8,50.0,0.4,0.4,5.2,1.8,0,0
Matthew Dellavedova,2017,-0.4,0.2,8.6,38.0,0.7,1.3,4.3,1.3,0,0
Channing Frye,2017,0.3,0.6,13.1,53.0,0.4,0.4,5.0,2.3,0,0
Wayne Selden,2017,-0.2,0.2,11.8,35.0,1.7,1.5,9.3,1.1,0,0
Chandler Parsons,2017,0.5,0.4,13.6,36.0,0.8,1.0,7.9,2.1,0,0
Jared Dudley,2017,-0.1,0.4,8.8,48.0,0.7,0.6,3.2,1.8,0,0
Tyler Ennis,2017,0.0,0.8,11.1,54.0,0.5,0.7,4.1,1.4,0,0
Arron Afflalo,2017,-0.6,0.2,5.8,53.0,0.5,0.4,3.4,1.2,0,0
Marreese Speights,2017,0.1,0.5,13.7,52.0,1.1,0.8,7.7,2.2,0,0
Danilo Gallinari,2017,0.3,0.4,13.8,21.0,4.1,1.2,15.3,4.4,0,0
Zach LaVine,2017,-0.1,0.5,14.6,24.0,4.5,1.8,16.7,3.5,0,0
Sean Kilpatrick,2017,-0.1,0.3,11.6,52.0,1.4,0.7,6.3,1.6,0,0
Cody Zeller,2017,0.1,0.7,15.9,33.0,2.6,1.0,7.1,3.3,0,0
JaVale McGee,2017,0.5,1.1,22.3,65.0,0.8,0.4,4.8,1.7,0,0
Terrence Ross,2017,-0.1,0.5,9.9,24.0,1.5,1.2,8.7,2.6,0,0
Malik Beasley,2017,-0.3,0.3,9.0,62.0,0.5,0.4,3.2,0.9,0,0
Cameron Payne,2017,0.2,0.4,14.0,25.0,0.6,1.4,8.8,2.0,0,0
Cheick Diallo,2017,0.1,0.8,17.0,52.0,1.3,0.5,4.9,3.2,0,0
Joe Young,2017,-0.2,0.4,10.1,53.0,0.5,0.5,3.9,1.0,0,0
Tarik Black,2017,-0.1,1.0,14.3,51.0,1.2,0.7,3.5,2.0,0,0
Joffrey Lauvergne,2017,0.1,0.7,16.5,55.0,0.9,0.6,4.1,2.0,0,0
Nik Stauskas,2017,-0.1,0.3,9.0,41.0,0.7,0.6,4.4,1.5,0,0
Justin Anderson,2017,0.1,0.7,13.0,38.0,1.0,0.4,6.2,1.8,0,0
Raul Neto,2017,0.1,0.6,11.9,41.0,0.9,0.9,4.5,1.0,0,0
Willy Hernangómez,2017,0.4,0.7,21.2,48.0,1.9,0.7,5.1,2.5,0,0
Al Jefferson,2017,0.5,0.8,20.2,36.0,1.0,0.6,7.0,3.1,0,0
Nerlens Noel,2017,0.3,1.0,16.2,30.0,0.9,0.9,4.4,4.0,0,0
Kenneth Faried,2017,0.0,0.4,17.4,32.0,1.6,0.7,5.9,2.7,0,0
DeAndre' Bembry,2017,-0.3,0.5,7.6,26.0,1.3,1.8,5.2,2.5,0,0
Dorian Finney-Smith,2017,-0.3,0.3,7.6,21.0,0.7,1.0,5.9,2.5,0,0
Willie Reed,2017,0.3,0.5,19.2,42.0,1.3,0.5,4.6,2.0,0,0
Dwight Buycks,2017,-0.1,0.4,12.8,29.0,1.4,1.3,7.4,1.0,0,0
Isaiah Canaan,2017,0.1,0.1,13.5,20.0,2.6,1.5,8.6,2.0,0,0
Derrick Rose,2017,-0.4,0.1,11.5,25.0,1.8,1.4,8.4,0.9,0,0
Lucas Nogueira,2017,0.8,1.0,17.3,49.0,0.6,0.3,2.5,1.4,0,0
Shabazz Muhammad,2017,-0.1,0.2,15.4,43.0,1.2,0.1,5.0,1.2,0,0
Ivica Zubac,2017,0.0,0.5,15.3,43.0,1.2,0.6,3.7,1.8,0,0
Danuel House Jr.,2017,0.0,0.1,12.4,23.0,1.3,0.5,6.6,2.7,0,0
Ramon Sessions,2017,-0.1,0.3,11.2,28.0,2.0,1.1,4.9,1.1,0,0
Ron Baker,2017,0.2,0.4,9.3,29.0,0.9,0.6,2.4,0.9,0,0
Brandan Wright,2017,0.4,0.5,19.0,28.0,1.2,0.3,5.0,2.2,0,0
Johnny O'Bryant,2017,-0.2,0.4,11.9,36.0,0.7,0.4,4.8,1.8,0,0
Mike Conley,2017,0.2,0.2,15.4,12.0,5.5,1.5,17.1,2.3,0,0
Timofey Mozgov,2017,-0.2,0.3,12.3,31.0,1.0,1.1,4.2,2.1,0,0
Emeka Okafor,2017,0.1,0.5,16.4,26.0,0.8,0.5,4.4,2.8,0,0
Jahlil Okafor,2017,0.0,0.3,15.3,28.0,1.0,0.8,6.3,2.3,0,0
JaKarr Sampson,2017,0.1,0.4,13.9,22.0,0.7,0.4,4.7,2.6,0,0
Glenn Robinson III,2017,0.1,0.3,10.8,23.0,0.5,0.2,4.1,1.1,0,0
Boban Marjanović,2017,0.4,0.5,26.0,39.0,2.5,0.9,6.0,2.5,0,0
Patrick Beverley,2017,0.2,0.3,12.4,11.0,1.5,2.3,12.2,2.6,0,0
Henry Ellenson,2017,-0.2,0.4,10.5,38.0,0.8,0.5,4.0,1.9,0,0
Malachi Richardson,2017,-0.3,0.1,5.9,26.0,0.8,0.4,3.4,1.1,0,0
Troy Williams,2017,0.1,0.4,15.1,21.0,1.4,0.9,6.3,2.0,0,0
Rodney McGruder,2017,0.1,0.3,12.0,18.0,0.4,0.2,5.1,1.2,0,0
Jason Smith,2017,-0.3,0.3,8.8,33.0,0.6,0.5,3.4,1.1,0,0
Jordan Mickey,2017,-0.3,0.4,10.6,23.0,0.8,0.8,4.0,2.7,0,0
Juancho Hernangómez,2017,-0.1,0.1,9.7,25.0,0.5,0.4,3.3,1.4,0,0
Iman Shumpert,2017,-0.1,0.2,6.4,14.0,1.1,1.1,4.4,2.4,0,0
Tony Allen,2017,-0.2,0.2,8.7,22.0,1.0,0.9,4.7,1.2,0,0
Meyers Leonard,2017,0.3,0.3,17.8,33.0,0.3,0.3,3.4,1.8,0,0
Derrick Jones Jr.,2017,0.0,0.2,10.1,20.0,1.2,0.4,3.1,0.9,0,0
Briante Weber,2017,0.0,0.4,10.1,18.0,0.6,0.8,2.8,1.5,0,0
Dante Exum,2017,0.1,0.3,16.7,14.0,2.2,1.4,8.1,1.6,0,0
Aaron Harrison,2017,-0.3,0.2,5.1,9.0,1.9,0.3,6.7,2.2,0,0
Travis Wear,2017,-0.1,0.2,6.9,17.0,0.5,0.4,4.4,2.2,0,0
Marcus Georges-Hunt,2017,-0.2,0.0,6.9,42.0,0.5,0.1,1.4,0.2,0,0
Gary Payton II,2017,-0.1,0.2,9.8,23.0,0.4,0.3,3.0,1.3,0,0
Andrew Bogut,2017,-0.1,0.3,10.9,24.0,0.1,0.8,1.5,2.2,0,0
Rashad Vaughn,2017,0.0,0.1,9.3,28.0,0.2,0.2,2.3,0.6,0,0
Kawhi Leonard,2017,0.6,0.5,26.0,9.0,4.2,1.8,16.2,4.0,0,0
Brandon Jennings,2017,-0.1,0.1,12.7,14.0,0.7,1.3,5.2,1.9,0,0
Quincy Pondexter,2017,-0.3,0.1,4.0,23.0,0.7,0.5,2.0,0.8,0,0
MarShon Brooks,2017,0.4,0.2,26.1,7.0,3.3,2.3,20.1,1.9,0,0
Aaron Brooks,2017,-0.1,0.1,9.8,32.0,0.3,0.3,2.3,0.3,0,0
Solomon Hill,2017,-0.1,0.2,4.8,12.0,0.5,0.8,2.4,2.3,0,0
Ömer Aşık,2017,-0.3,0.2,3.1,18.0,0.7,0.5,1.2,2.1,0,0
Isaiah Whitehead,2017,-0.1,0.2,11.5,16.0,1.2,1.5,6.3,1.4,0,0
Julyan Stone,2017,0.0,0.2,7.6,23.0,0.1,0.3,0.8,1.2,0,0
Richard Jefferson,2017,-0.1,0.0,6.4,20.0,0.4,0.3,1.5,0.8,0,0
Jake Layman,2017,-0.1,0.2,4.9,35.0,0.1,0.1,1.0,0.3,0,0
Mirza Teletović,2017,0.1,0.1,13.5,10.0,0.0,0.7,7.1,2.0,0,0
Damien Wilkins,2017,-0.2,0.1,4.9,19.0,0.2,0.3,1.7,0.6,0,0
Darrell Arthur,2017,-0.1,0.1,8.4,19.0,0.2,0.8,2.8,0.6,0,0
Kay Felder,2017,-0.3,0.1,3.6,16.0,0.8,1.0,3.6,0.9,0,0
Lorenzo Brown,2017,0.0,0.1,8.2,14.0,0.1,0.2,2.3,1.0,0,0
Jon Leuer,2017,-0.1,0.1,8.9,8.0,1.9,0.9,5.4,3.1,0,0
Georgios Papagiannis,2017,-0.1,0.1,12.2,17.0,0.0,0.5,2.1,1.4,0,0
Bobby Brown,2017,-0.2,0.1,5.5,20.0,0.1,0.5,2.5,0.4,0,0
Bruno Caboclo,2017,-0.1,0.1,7.4,12.0,0.5,0.3,2.2,1.3,0,0
Alex Poythress,2017,-0.1,0.1,7.8,25.0,0.0,0.1,1.0,0.4,0,0
Brice Johnson,2017,0.0,0.2,18.2,18.0,0.3,0.3,2.4,1.2,0,0
Darrun Hilliard,2017,-0.1,0.1,3.4,14.0,0.5,0.3,1.1,0.5,0,0
Chris McCullough,2017,0.0,0.1,15.8,19.0,0.7,0.1,2.4,0.9,0,0
Damian Jones,2017,-0.1,0.1,6.8,15.0,0.3,0.3,1.7,0.6,0,0
Jack Cooley,2017,0.0,0.0,19.7,7.0,2.7,0.4,5.7,2.3,0,0
Wade Baldwin,2017,0.1,0.1,16.6,7.0,1.4,0.6,5.4,1.0,0,0
Okaro White,2017,0.0,0.1,8.9,6.0,0.5,0.2,3.3,1.3,0,0
Demetrius Jackson,2017,-0.1,0.1,5.4,15.0,0.1,0.7,1.1,0.5,0,0
Nick Collison,2017,0.0,0.0,13.2,15.0,0.9,0.5,2.1,0.9,0,0
Marquis Teague,2017,-0.1,0.0,5.7,3.0,1.7,1.0,3.7,1.7,0,0
Udonis Haslem,2017,-0.1,0.1,1.8,14.0,0.1,0.1,0.6,0.5,0,0
Alan Williams,2017,-0.1,0.1,9.3,5.0,1.8,1.4,4.0,3.8,0,0
Larry Drew II,2017,-0.1,0.0,2.9,10.0,0.0,0.3,1.7,0.0,0,0
James Young,2017,-0.1,0.0,4.6,6.0,1.0,0.2,2.8,0.3,0,0
Kyle Singler,2017,-0.1,0.0,5.9,12.0,1.1,0.3,1.9,0.8,0,0
Jordan Crawford,2017,0.1,0.0,19.1,5.0,0.2,1.0,6.6,0.4,0,0
Marshall Plumlee,2017,0.0,0.0,10.9,8.0,2.0,0.4,1.8,1.6,0,0
Cole Aldrich,2017,-0.1,0.1,6.0,21.0,0.3,0.0,0.6,0.6,0,0
Vander Blue,2017,-0.1,0.0,-1.8,5.0,0.4,0.6,0.6,0.2,0,0
R.J. Hunter,2017,0.0,0.1,8.5,5.0,0.4,0.4,3.8,1.0,0,0
Adreian Payne,2017,0.0,0.0,18.8,5.0,1.2,0.4,4.2,1.4,0,0
Joakim Noah,2017,0.0,0.1,15.6,7.0,0.6,0.6,1.7,1.1,0,0
Jonathan Gibson,2017,0.1,0.0,25.4,4.0,0.0,0.8,8.5,0.8,0,0
Jeff Withey,2017,0.0,0.1,8.3,10.0,0.2,0.2,1.5,0.9,0,0
Joel Bolomboy,2017,0.0,0.0,11.7,6.0,1.0,0.3,1.5,0.7,0,0
Georges Niang,2017,0.0,0.1,9.2,9.0,0.2,0.3,1.0,0.7,0,0
Markel Brown,2017,-0.1,0.0,-1.2,4.0,0.0,0.5,1.3,1.0,0,0
Jeremy Lin,2017,0.0,0.0,15.9,1.0,7.0,3.0,18.0,0.0,0,0
Chinanu Onuaku,2017,-0.1,0.0,-3.2,1.0,0.0,3.0,4.0,3.0,0,0
Xavier Munford,2017,0.0,0.0,-2.1,6.0,0.3,0.3,0.5,0.0,0,0
Nate Wolters,2017,-0.1,0.0,-2.9,5.0,0.0,0.0,0.4,0.2,0,0
James Michael McAdoo,2017,0.0,0.0,7.4,3.0,0.7,0.3,2.7,0.7,0,0
Kendrick Perkins,2017,0.0,0.0,8.4,1.0,2.0,1.0,3.0,1.0,0,0
Tim Quarterman,2017,0.0,0.0,2.9,3.0,0.7,0.7,1.3,1.0,0,0
Luol Deng,2017,0.0,0.0,5.5,1.0,0.0,1.0,2.0,0.0,0,0
Josh Smith,2017,0.0,0.0,3.5,3.0,0.0,0.0,0.7,0.3,0,0
Nicolás Brussino,2017,0.0,0.0,-4.6,4.0,0.0,0.0,0.0,0.8,0,0
David Stockton,2017,0.0,0.0,33.9,3.0,1.3,0.3,3.3,0.0,0,0
Derrick Williams,2017,0.0,0.0,-3.2,2.0,0.0,0.0,1.0,0.5,0,0
Jarell Eddie,2017,0.0,0.0,-1.9,3.0,0.0,0.0,0.0,0.3,0,0
Luis Montero,2017,0.0,0.0,-15.5,2.0,0.0,1.0,0.0,1.0,0,0
Scotty Hopson,2017,0.0,0.0,-4.6,1.0,2.0,1.0,1.0,0.0,0,0
Xavier Silas,2017,0.0,0.0,-4.9,2.0,0.0,0.0,0.0,0.5,0,0
Josh McRoberts,2017,0.0,0.0,-12.5,2.0,0.0,0.0,0.0,0.0,0,0
Jeremy Evans,2017,0.0,0.0,10.4,1.0,0.0,1.0,2.0,0.0,0,0
Gordon Hayward,2017,0.0,0.0,7.3,1.0,0.0,0.0,2.0,1.0,0,0
Anthony Brown,2017,0.0,0.0,41.9,1.0,0.0,0.0,3.0,0.0,0,0
Mindaugas Kuzminskas,2017,0.0,0.0,-41.1,1.0,0.0,0.0,0.0,0.0,0,0
Bradley Beal,2018,3.7,1.7,20.8,82.0,5.5,2.7,25.6,3.9,0,0
James Harden,2018,9.3,3.8,30.6,78.0,11.0,5.0,36.1,5.8,1,1
Kemba Walker,2018,4.4,1.9,21.7,82.0,5.5,2.6,25.6,3.8,1,3
Tobias Harris,2018,2.6,2.6,17.2,82.0,3.7,1.8,20.0,7.0,0,0
Paul George,2018,6.6,4.9,23.3,77.0,7.0,2.7,28.0,6.8,1,1
Damian Lillard,2018,6.0,2.4,23.7,80.0,6.4,2.7,25.8,3.8,1,2
P.J. Tucker,2018,1.0,3.0,9.2,82.0,0.7,0.8,7.3,4.4,0,0
Kevin Durant,2018,5.1,2.9,24.2,78.0,6.5,2.9,26.0,5.9,1,2
