Player,Season,TS%,WS/48,VORP,PTS,TRB,AST,STL,BLK,AllNBA
Chuck Nevitt,1988,0.471,0.022,-0.1,1.5,1.5,0.1,0.1,0.7,0
Eddie Hughes,1988,0.505,0.089,0.1,2.7,0.7,1.3,0.7,0.1,0
Bernard Thompson,1988,0.44,0.0,-0.1,2.7,1.2,0.6,0.6,0.0,0
Everette Stephens,1988,0.398,-0.103,-0.2,1.9,0.7,1.1,0.3,0.1,0
Uwe Blab,1988,0.54,0.069,-0.1,1.8,1.2,0.3,0.1,0.4,0
Jeff Grayer,1988,0.495,0.047,0.0,7.4,3.2,2.0,0.9,0.1,0
Anthony Jones,1988,0.442,0.078,0.1,2.3,0.8,0.5,0.3,0.1,0
Phil Hubbard,1988,0.493,0.096,0.0,2.4,1.3,0.4,0.2,0.0,0
Will Perdue,1988,0.422,-0.021,-0.3,2.2,1.5,0.4,0.1,0.2,0
Larry Bird,1988,0.516,0.129,0.3,19.3,6.2,4.8,1.0,0.8,0
Jeff Lamp,1988,0.421,-0.026,-0.2,1.6,0.9,0.4,0.2,0.1,0
Bart Kofoed,1988,0.396,-0.006,-0.1,1.6,0.6,1.1,0.5,0.0,0
Steve Kerr,1988,0.54,0.123,0.2,2.1,0.7,0.9,0.3,0.0,0
Greg Butler,1988,0.493,-0.034,-0.3,1.7,0.8,0.1,0.0,0.1,0
Ken Bannister,1988,0.624,0.15,0.1,8.2,3.7,0.3,0.8,0.2,0
Dominic Pressley,1988,0.329,-0.069,-0.1,1.8,1.2,2.0,0.3,0.0,0
Tom Tolbert,1988,0.473,0.051,0.0,2.9,1.5,0.5,0.1,0.3,0
Tito Horford,1988,0.386,-0.136,-0.3,1.7,0.9,0.1,0.0,0.3,0
Rob Lock,1988,0.389,-0.083,-0.2,1.5,1.6,0.2,0.2,0.2,0
Otis Birdsong,1988,0.502,-0.051,-0.1,2.8,1.0,0.7,0.2,0.1,0
Dave Popson,1988,0.407,-0.065,-0.1,2.0,1.6,0.5,0.1,0.2,0
Ben McDonald,1988,0.684,0.131,0.0,3.2,1.1,0.5,0.4,0.0,0
Ramón Rivas,1988,0.476,0.019,-0.1,1.4,0.9,0.1,0.1,0.0,0
Ennis Whatley,1988,0.449,0.005,-0.1,4.3,2.0,2.8,0.9,0.1,0
Ben Gillery,1988,0.429,0.014,-0.2,1.0,1.0,0.1,0.1,0.2,0
Fennis Dembo,1988,0.388,-0.037,-0.2,1.2,0.7,0.2,0.0,0.0,0
Michael Jackson,1988,0.422,-0.008,-0.1,1.5,0.3,0.8,0.2,0.0,0
Pétur Guðmundsson,1988,0.392,-0.09,-0.2,4.2,3.2,1.0,0.2,0.2,0
Wayne Engelstad,1988,0.419,0.031,-0.1,2.5,1.5,0.6,0.1,0.0,0
Darryl Dawkins,1988,0.501,0.027,-0.1,1.9,0.5,0.1,0.0,0.1,0
Randy Allen,1988,0.428,-0.035,-0.1,2.4,1.0,0.0,0.1,0.1,0
Rolando Ferreira,1988,0.209,-0.352,-0.2,0.8,1.1,0.1,0.0,0.1,0
Pace Mannion,1988,0.5,0.008,0.0,0.8,0.5,0.2,0.3,0.0,0
Orlando Graham,1988,0.34,-0.047,-0.1,1.1,1.6,0.0,0.0,0.0,0
John Stroeder,1988,0.4,0.037,0.0,0.8,2.8,0.6,0.0,0.4,0
Ron Cavenall,1988,0.577,-0.055,0.0,1.2,0.4,0.0,0.0,0.4,0
Greg Ballard,1988,0.307,0.021,0.0,3.0,3.5,0.0,0.0,0.0,0
Jim Rowinski,1988,0.527,0.205,0.0,0.8,0.6,0.0,0.0,0.0,0
Andre Turner,1988,0.5,-0.257,0.0,1.5,0.8,0.0,0.5,0.0,0
Keith Smart,1988,0.347,-0.175,0.0,1.0,0.5,1.0,0.0,0.0,0
Richard Morton,1988,0.75,0.067,0.0,3.0,0.0,0.5,0.0,0.0,0
Kenny Gattison,1988,0.266,-0.037,0.0,0.5,0.5,0.0,0.0,0.0,0
Sedric Toney,1988,0.184,-0.586,-0.1,1.0,1.0,0.0,0.0,0.0,0
Steve Harris,1988,0.41,0.181,0.0,1.3,0.7,0.0,0.3,0.0,0
Winston Crite,1988,0.0,-0.57,0.0,0.0,0.5,0.0,0.0,0.0,0
Mike Dunleavy,1988,0.75,0.189,0.0,1.5,0.0,0.0,0.0,0.0,0
Mike Champion,1988,0.0,-0.952,-0.1,0.0,0.0,0.0,0.0,0.0,0
Rob Rose,1988,0.0,-0.121,0.0,0.0,1.0,0.0,0.0,0.0,0
David Wood,1988,,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0
Barry Sumpter,1988,0.0,-0.894,0.0,0.0,0.0,0.0,0.0,0.0,0
Rodney McCray,1989,0.568,0.118,3.3,16.6,8.2,4.6,0.7,0.9,0
Michael Jordan,1989,0.606,0.285,10.6,33.6,6.9,6.3,2.8,0.7,1
Reggie Miller,1989,0.645,0.182,4.8,24.6,3.6,3.8,1.3,0.2,0
Patrick Ewing,1989,0.599,0.205,6.0,28.6,10.9,2.2,1.0,4.0,1
Tony Campbell,1989,0.52,0.081,1.8,23.2,5.5,2.6,1.4,0.4,0
Scottie Pippen,1989,0.528,0.087,3.0,16.5,6.7,5.4,2.6,1.2,0
Hakeem Olajuwon,1989,0.541,0.173,6.2,24.3,14.0,2.9,2.1,4.6,2
Karl Malone,1989,0.626,0.245,6.6,31.0,11.1,2.8,1.5,0.6,1
Charles Barkley,1989,0.661,0.269,8.0,25.2,11.5,3.9,1.9,0.6,1
Tom Chambers,1989,0.579,0.176,3.3,27.2,7.0,2.3,1.1,0.6,2
Tyrone Corbin,1989,0.512,0.108,2.2,14.7,7.4,2.6,2.1,0.5,0
Derek Harper,1989,0.567,0.158,5.0,18.0,3.0,7.4,2.3,0.3,0
David Robinson,1989,0.597,0.241,6.8,24.3,12.0,2.0,1.7,3.9,3
Isiah Thomas,1989,0.501,0.107,3.7,18.4,3.8,9.4,1.7,0.2,0
James Worthy,1989,0.586,0.172,4.3,21.1,6.0,3.6,1.2,0.6,3
Otis Thorpe,1989,0.587,0.138,2.0,17.1,9.0,3.2,0.8,0.3,0
Larry Bird,1989,0.546,0.154,5.5,24.3,9.5,7.5,1.4,0.8,2
Magic Johnson,1989,0.622,0.27,8.9,22.3,6.6,11.5,1.7,0.4,1
Wayman Tisdale,1989,0.565,0.114,1.3,22.3,7.5,1.4,0.7,0.7,0
Rolando Blackman,1989,0.552,0.111,2.2,19.4,3.5,3.6,1.0,0.3,0
John Stockton,1989,0.607,0.238,8.0,17.2,2.6,14.5,2.7,0.2,2
Craig Ehlo,1989,0.539,0.108,2.3,13.6,5.4,4.6,1.6,0.3,0
Dominique Wilkins,1989,0.556,0.184,5.4,26.7,6.5,2.5,1.6,0.6,0
Darrell Walker,1989,0.492,0.105,3.1,9.5,8.8,8.0,1.7,0.4,0
Vern Fleming,1989,0.561,0.112,2.0,14.3,3.9,7.4,1.1,0.1,0
Johnny Dawkins,1989,0.549,0.107,2.0,14.3,3.0,7.4,1.5,0.1,0
Hersey Hawkins,1989,0.57,0.135,2.7,18.5,3.7,3.2,1.6,0.3,0
Jerome Kersey,1989,0.521,0.148,2.7,16.0,8.4,2.3,1.5,0.8,0
Buck Johnson,1989,0.534,0.104,1.0,14.8,4.6,3.1,1.3,0.8,0
Fat Lever,1989,0.504,0.149,4.9,18.3,9.3,6.5,2.1,0.2,0
Chris Mullin,1989,0.643,0.174,5.0,25.1,5.9,4.1,1.6,0.6,3
Terry Cummings,1989,0.527,0.149,2.7,22.4,8.4,2.7,1.4,0.6,0
Jay Humphries,1989,0.547,0.13,2.4,15.3,3.3,5.8,1.9,0.1,0
Buck Williams,1989,0.597,0.149,1.9,13.6,9.8,1.4,0.8,0.5,0
Mitch Richmond,1989,0.576,0.09,1.2,22.1,4.6,2.9,1.3,0.3,0
Willie Anderson,1989,0.532,0.111,2.4,15.7,4.5,4.4,1.4,0.7,0
Kevin Johnson,1989,0.585,0.2,4.9,22.5,3.6,11.4,1.3,0.2,2
Terry Porter,1989,0.597,0.202,5.4,17.6,3.4,9.1,1.9,0.1,0
Hot Rod Williams,1989,0.546,0.15,2.9,16.8,8.1,2.0,1.0,2.0,0
J.R. Reid,1989,0.482,0.02,-1.5,11.1,8.4,1.2,1.1,0.7,0
Horace Grant,1989,0.555,0.14,2.1,13.4,7.9,2.8,1.2,1.1,0
Derrick McKey,1989,0.557,0.11,2.2,15.7,6.1,2.3,1.1,1.0,0
Muggsy Bogues,1989,0.528,0.117,2.9,9.4,2.6,10.7,2.0,0.0,0
Moses Malone,1989,0.564,0.134,1.6,18.9,10.0,1.6,0.6,1.0,0
Charles Smith,1989,0.589,0.165,2.7,21.1,6.7,1.5,1.1,1.5,0
Danny Ainge,1989,0.528,0.085,2.1,17.9,4.3,6.0,1.5,0.2,0
Kevin McHale,1989,0.623,0.195,3.8,20.9,8.3,2.1,0.4,1.9,0
Chuck Person,1989,0.557,0.096,1.3,19.7,5.8,3.0,0.7,0.3,0
A.C. Green,1989,0.548,0.137,1.0,12.9,8.7,1.1,0.8,0.6,0
Mark Price,1989,0.589,0.179,4.9,19.6,3.4,9.1,1.6,0.1,0
Michael Adams,1989,0.542,0.124,2.6,15.5,2.8,6.3,1.5,0.0,0
Bernard King,1989,0.545,0.099,1.7,22.4,4.9,4.6,0.6,0.1,0
Clyde Drexler,1989,0.551,0.208,6.3,23.3,6.9,5.9,2.0,0.7,3
Bill Laimbeer,1989,0.564,0.182,3.6,12.1,9.6,2.1,0.7,1.0,0
Sam Perkins,1989,0.564,0.146,2.5,15.9,7.5,2.3,1.2,0.8,0
Tim Hardaway,1989,0.525,0.06,1.2,14.7,3.9,8.7,2.1,0.2,0
Mike Gminski,1989,0.503,0.108,1.4,13.7,8.5,1.6,0.5,1.3,0
Sleepy Floyd,1989,0.552,0.115,1.7,12.2,2.4,7.3,1.1,0.1,0
Gerald Wilkins,1989,0.52,0.082,1.1,14.5,4.5,4.0,1.2,0.3,0
Alvin Robertson,1989,0.542,0.138,3.7,14.2,6.9,5.5,2.6,0.2,0
Michael Cage,1989,0.54,0.125,1.3,9.7,10.0,0.9,1.0,0.5,0
Byron Scott,1989,0.546,0.111,1.7,15.5,3.1,3.6,1.0,0.4,0
Thurl Bailey,1989,0.527,0.085,0.5,14.2,5.0,1.7,0.4,1.2,0
Pooh Richardson,1989,0.482,0.082,2.2,11.4,2.6,6.8,1.6,0.3,0
Joe Dumars,1989,0.555,0.162,2.7,17.8,2.8,4.9,0.8,0.0,3
Detlef Schrempf,1989,0.611,0.151,2.2,16.2,7.9,3.2,0.8,0.2,0
Jeff Malone,1989,0.529,0.098,1.3,24.3,2.7,3.2,0.6,0.1,0
Dennis Hopson,1989,0.503,0.059,0.6,15.8,3.5,1.9,1.3,0.6,0
Reggie Lewis,1989,0.545,0.128,1.9,17.0,4.4,2.8,1.1,0.8,0
Maurice Cheeks,1989,0.565,0.135,2.5,9.7,3.0,5.6,1.5,0.1,0
Tod Murphy,1989,0.53,0.117,1.0,8.3,6.9,1.3,0.9,0.7,0
Sherman Douglas,1989,0.534,0.086,2.1,14.3,2.5,7.6,1.8,0.1,0
Kevin Duckworth,1989,0.517,0.093,-0.2,16.2,6.2,1.1,0.4,0.4,0
Terry Catledge,1989,0.525,0.049,-0.9,19.4,7.6,1.0,0.5,0.2,0
Chris Morris,1989,0.493,0.062,1.6,14.8,5.3,1.8,1.6,1.0,0
Xavier McDaniel,1989,0.533,0.106,1.6,21.3,6.5,2.5,1.1,0.5,0
Mark Jackson,1989,0.492,0.074,1.5,9.9,3.9,7.4,1.3,0.0,0
Armen Gilliam,1989,0.565,0.09,0.6,16.7,7.9,1.3,0.9,0.7,0
Kenny Smith,1989,0.526,0.052,0.2,11.9,2.0,5.6,1.0,0.1,0
Sam Mitchell,1989,0.512,0.102,-0.3,12.7,5.8,1.1,0.8,0.7,0
Rony Seikaly,1989,0.53,0.063,0.2,16.6,10.4,1.1,1.1,1.7,0
Rik Smits,1989,0.579,0.132,1.6,15.5,6.2,1.7,0.5,2.1,0
Kelly Tripucka,1989,0.521,0.042,0.1,15.6,4.1,2.8,0.9,0.2,0
Mark West,1989,0.656,0.163,2.0,10.5,8.9,0.5,0.4,2.2,0
Robert Parish,1989,0.616,0.157,1.9,15.7,10.1,1.3,0.5,0.9,0
Dennis Rodman,1989,0.608,0.189,2.2,8.8,9.7,0.9,0.6,0.7,0
Terry Teagle,1989,0.529,0.054,-0.3,16.1,4.5,1.9,1.1,0.2,0
John Paxson,1989,0.555,0.097,0.3,10.0,1.5,4.1,1.0,0.1,0
Lester Conner,1989,0.486,0.075,0.9,7.9,3.2,4.7,2.1,0.1,0
Reggie Theus,1989,0.524,0.052,0.5,18.9,2.9,5.4,0.8,0.2,0
Nate McMillan,1989,0.517,0.101,2.7,6.4,4.9,7.3,1.7,0.5,0
Ken Norman,1989,0.534,0.061,0.6,16.1,6.7,2.3,1.1,0.8,0
Benoit Benjamin,1989,0.578,0.113,2.1,13.5,9.3,2.2,0.8,2.6,0
Glen Rice,1989,0.466,0.029,-0.7,13.6,4.6,1.8,0.9,0.4,0
James Edwards,1989,0.549,0.117,0.1,14.5,4.2,0.8,0.3,0.5,0
Mark Eaton,1989,0.561,0.112,1.4,4.8,7.3,0.5,0.4,2.5,0
Jeff Hornacek,1989,0.596,0.182,3.8,17.6,4.7,5.0,1.7,0.2,0
Johnny Newman,1989,0.562,0.095,0.5,12.9,2.4,2.3,1.2,0.3,0
Kevin Willis,1989,0.551,0.098,0.1,12.4,8.0,0.7,0.8,0.6,0
Rick Mahorn,1989,0.546,0.113,0.9,10.8,7.6,1.3,0.6,1.4,0
Danny Manning,1989,0.584,0.112,1.4,16.3,5.9,2.6,1.3,0.5,0
James Donaldson,1989,0.581,0.094,0.3,9.1,8.6,0.8,0.3,0.6,0
Jack Sikma,1989,0.524,0.107,1.5,13.9,6.9,3.2,1.1,0.7,0
Dan Majerle,1989,0.498,0.118,1.9,11.1,5.9,2.6,1.4,0.4,0
Charles Jones,1989,0.554,0.082,0.9,3.2,6.2,1.7,0.6,2.4,0
Fred Roberts,1989,0.553,0.075,-0.1,10.5,3.8,1.8,0.7,0.3,0
Purvis Short,1989,0.508,0.071,0.0,13.1,3.0,1.8,0.8,0.2,0
Alex English,1989,0.522,0.11,1.8,17.9,3.6,2.8,0.6,0.3,0
Kevin Edwards,1989,0.451,0.005,0.0,12.0,3.6,3.2,1.6,0.4,0
Sam Bowie,1989,0.499,0.103,0.5,14.7,10.1,1.3,0.6,1.8,0
Herb Williams,1989,0.476,0.048,0.0,8.6,4.8,1.5,0.6,1.3,0
Charles Oakley,1989,0.58,0.131,0.9,14.6,11.9,2.4,1.0,0.3,0
Spud Webb,1989,0.538,0.099,1.4,9.2,2.5,5.8,1.3,0.1,0
Bob Hansen,1989,0.517,0.062,-0.1,7.6,2.8,1.8,0.6,0.1,0
Bill Cartwright,1989,0.562,0.1,-0.3,11.4,6.5,2.0,0.5,0.5,0
Billy Thompson,1989,0.536,0.081,1.0,11.0,7.0,2.1,0.7,1.1,0
Rod Strickland,1989,0.494,0.095,1.7,10.6,3.2,5.7,1.5,0.2,0
LaSalle Thompson,1989,0.523,0.055,-0.3,6.8,7.7,1.3,0.8,0.9,0
Ron Anderson,1989,0.499,0.086,0.3,11.9,3.8,1.8,0.9,0.2,0
Larry Nance,1989,0.554,0.152,2.4,16.3,8.3,2.6,0.9,2.0,0
Dennis Johnson,1989,0.495,0.089,0.9,7.1,2.7,6.5,1.1,0.2,0
Dale Ellis,1989,0.58,0.15,2.3,23.5,4.3,2.0,1.1,0.1,0
Sean Elliott,1989,0.546,0.108,0.4,10.0,3.7,1.9,0.6,0.2,0
Mark Aguirre,1989,0.544,0.136,1.5,14.1,3.9,1.9,0.4,0.2,0
Blair Rasmussen,1989,0.525,0.125,0.5,12.4,7.3,1.0,0.5,1.3,0
Rod Higgins,1989,0.6,0.121,1.5,11.1,5.1,1.6,0.6,0.6,0
Vernon Maxwell,1989,0.496,0.068,0.5,9.0,2.9,3.7,1.1,0.1,0
Vinnie Johnson,1989,0.467,0.079,0.9,9.8,3.1,3.1,0.9,0.2,0
Brad Lohaus,1989,0.517,0.082,1.1,9.2,5.0,2.1,0.7,1.1,0
John Salley,1989,0.575,0.152,1.7,7.2,5.4,0.8,0.6,1.9,0
Kurt Rambis,1989,0.539,0.103,1.3,6.2,7.1,1.8,1.4,0.5,0
Mark Alarie,1989,0.51,0.079,0.3,10.5,4.6,1.7,0.7,0.5,0
Blue Edwards,1989,0.556,0.068,-0.1,8.9,3.1,1.8,0.9,0.4,0
Mychal Thompson,1989,0.542,0.119,0.0,10.1,6.8,0.6,0.5,1.0,0
Randy Breuer,1989,0.462,0.051,-0.2,8.9,5.1,1.2,0.5,1.3,0
Sidney Green,1989,0.501,0.044,-0.6,10.4,8.1,1.4,0.7,0.4,0
Dell Curry,1989,0.517,0.048,1.4,16.0,2.5,2.4,1.5,0.4,0
Vinny Del Negro,1989,0.52,0.057,-0.1,9.7,2.6,3.3,0.8,0.1,0
Grant Long,1989,0.538,0.07,-0.1,8.5,5.0,1.2,1.1,0.5,0
David Wingate,1989,0.488,0.05,0.1,6.8,2.5,2.7,1.1,0.2,0
Mitchell Wiggins,1989,0.535,0.139,1.0,15.5,4.3,1.6,1.3,0.0,0
Michael Cooper,1989,0.482,0.07,0.6,6.4,2.8,2.7,0.8,0.5,0
Harvey Grant,1989,0.502,0.067,-0.1,8.2,4.2,1.6,0.6,0.5,0
Jerry Reynolds,1989,0.486,0.035,0.6,12.8,4.8,2.7,1.4,1.0,0
Eddie Johnson,1989,0.542,0.104,0.5,16.9,3.8,1.7,0.5,0.2,0
Nick Anderson,1989,0.536,0.049,0.5,11.5,3.9,1.5,0.9,0.4,0
Stacey King,1989,0.562,0.098,-0.4,8.9,4.7,1.1,0.5,0.7,0
Tellis Frank,1989,0.518,0.054,-0.8,9.5,5.0,1.1,0.7,0.4,0
Rex Chapman,1989,0.469,-0.018,-0.8,17.5,3.3,2.4,0.9,0.1,0
Winston Garland,1989,0.458,-0.008,-0.6,7.3,2.7,3.8,1.0,0.1,0
Rory Sparrow,1989,0.448,0.019,-0.9,5.9,1.7,3.6,0.6,0.0,0
Sidney Lowe,1989,0.37,0.04,-0.3,2.3,2.0,4.2,0.9,0.1,0
Antoine Carr,1989,0.557,0.097,0.6,12.3,4.2,1.5,0.4,0.9,0
Trent Tucker,1989,0.518,0.091,0.9,8.2,2.1,2.1,0.9,0.1,0
Tom Garrick,1989,0.539,0.07,0.3,7.0,2.2,4.0,1.2,0.1,0
Joe Barry Carroll,1989,0.455,0.019,-0.4,10.0,5.8,1.3,0.6,1.5,0
Ricky Pierce,1989,0.592,0.163,2.1,23.0,2.8,2.3,0.8,0.1,0
Cliff Levingston,1989,0.54,0.096,0.5,6.9,4.3,1.1,0.7,0.5,0
Ledell Eackles,1989,0.496,0.029,-0.5,13.5,2.2,2.3,0.6,0.1,0
Šarūnas Marčiulionis,1989,0.616,0.107,0.5,12.1,2.9,1.6,1.3,0.1,0
Mark Acres,1989,0.536,0.047,-0.7,4.5,5.4,0.8,0.5,0.3,0
Steve Kerr,1989,0.56,0.093,0.5,6.7,1.3,3.2,0.6,0.1,0
Sam Vincent,1989,0.536,0.07,1.0,11.2,3.1,5.6,1.0,0.3,0
Roy Tarpley,1989,0.491,0.103,0.7,16.8,13.1,1.5,1.8,1.6,0
Otis Smith,1989,0.543,0.097,1.5,13.5,4.6,2.3,1.2,0.9,0
Walter Davis,1989,0.533,0.105,1.1,17.5,2.6,2.2,0.9,0.1,0
Dana Barros,1989,0.497,0.053,0.6,9.7,1.6,2.5,0.7,0.0,0
Randolph Keys,1989,0.474,0.03,-0.8,8.8,3.2,1.1,0.9,0.1,0
Vlade Divac,1989,0.544,0.148,1.1,8.5,6.2,0.9,1.0,1.4,0
Bill Hanzlik,1989,0.525,0.086,0.3,6.2,2.6,2.3,1.0,0.4,0
Harold Pressley,1989,0.506,0.069,0.8,8.8,4.3,2.1,0.8,0.5,0
Kenny Walker,1989,0.581,0.121,0.3,7.9,5.0,0.7,0.5,0.8,0
Clifford Robinson,1989,0.433,0.01,-1.2,9.1,3.8,0.9,0.6,0.6,0
Charles Shackleford,1989,0.489,0.046,-0.6,8.2,6.8,0.8,0.6,0.5,0
Mike Sanders,1989,0.498,0.031,-0.7,6.2,2.8,1.1,0.5,0.3,0
Gary Grant,1989,0.507,0.039,1.1,13.1,4.4,10.0,2.5,0.1,0
Doc Rivers,1989,0.539,0.126,2.0,12.5,4.2,5.5,2.4,0.5,0
Greg Kite,1989,0.446,0.026,-0.7,3.2,5.3,1.1,0.4,0.7,0
Sedale Threatt,1989,0.557,0.149,1.5,11.4,1.8,3.3,1.0,0.1,0
John Battle,1989,0.542,0.055,-0.4,10.9,1.7,2.6,0.5,0.1,0
Scott Skiles,1989,0.519,0.065,0.0,7.7,2.3,4.8,0.5,0.1,0
Darrell Griffith,1989,0.536,0.083,0.7,8.9,2.0,0.8,0.8,0.2,0
Frank Brickowski,1989,0.576,0.126,0.8,6.6,4.2,1.3,0.8,0.5,0
Brad Daugherty,1989,0.543,0.104,0.4,16.8,9.1,3.2,0.7,0.5,0
Jeff Grayer,1989,0.495,0.05,-0.3,7.7,3.1,1.5,0.7,0.1,0
Orlando Woolridge,1989,0.601,0.161,1.3,12.7,3.0,1.5,0.6,0.7,0
Derek Smith,1989,0.561,0.098,0.3,8.9,2.3,1.5,0.5,0.3,0
Paul Pressey,1989,0.533,0.102,1.2,11.0,3.0,4.3,1.2,0.4,0
Mike Brown,1989,0.593,0.128,0.1,6.2,4.5,0.6,0.4,0.3,0
Danny Young,1989,0.508,0.103,1.0,4.7,1.5,2.8,1.0,0.0,0
Ron Harper,1989,0.54,0.138,2.3,22.8,5.9,5.2,2.3,1.2,0
Joe Kleine,1989,0.529,0.082,-0.6,5.4,4.4,0.6,0.2,0.3,0
Chris Dudley,1989,0.402,0.005,-1.0,5.5,6.6,0.6,0.6,1.1,0
Jeff Martin,1989,0.46,0.031,-0.7,6.3,2.3,0.6,0.6,0.2,0
Tom Tolbert,1989,0.562,0.091,-0.4,8.8,5.2,0.8,0.3,0.4,0
Chucky Brown,1989,0.525,0.078,-0.6,7.3,3.1,0.7,0.4,0.3,0
Larry Drew,1989,0.511,0.05,0.1,5.2,1.2,2.7,0.6,0.1,0
Todd Lichti,1989,0.533,0.066,-0.1,8.0,1.9,1.5,0.7,0.2,0
Joe Wolf,1989,0.437,-0.006,-1.1,4.8,3.0,0.8,0.4,0.3,0
Manute Bol,1989,0.383,0.001,0.3,1.9,3.7,0.5,0.2,3.2,0
Larry Smith,1989,0.468,0.095,0.1,3.0,6.1,0.9,0.8,0.4,0
Adrian Dantley,1989,0.556,0.113,0.5,14.7,3.8,1.8,0.4,0.2,0
Brad Davis,1989,0.575,0.109,0.6,6.4,1.3,3.3,0.6,0.1,0
B.J. Armstrong,1989,0.53,0.064,-0.3,5.6,1.3,2.5,0.6,0.1,0
Greg Anderson,1989,0.522,0.073,-0.6,8.8,6.2,0.4,0.5,0.9,0
Jim Paxson,1989,0.498,0.052,-0.5,6.4,1.1,1.9,0.5,0.1,0
Mookie Blaylock,1989,0.416,-0.011,0.0,10.1,2.8,4.2,1.6,0.3,0
Michael Ansley,1989,0.554,0.129,0.2,8.7,5.0,0.6,0.3,0.2,0
Robert Reid,1989,0.427,-0.011,-0.8,5.8,2.1,1.3,0.5,0.2,0
Danny Schayes,1989,0.617,0.183,0.7,10.4,6.5,1.2,0.8,0.8,0
Wayne Cooper,1989,0.469,0.112,0.3,3.8,4.3,0.6,0.2,1.2,0
Shawn Kemp,1989,0.531,0.092,0.0,6.5,4.3,0.3,0.6,0.9,0
Jeff Turner,1989,0.464,-0.009,-1.2,5.1,3.8,0.9,0.4,0.2,0
John Bagley,1989,0.489,0.047,0.1,4.3,1.6,5.5,0.7,0.1,0
Olden Polynice,1989,0.541,0.111,-0.1,4.6,3.8,0.2,0.3,0.3,0
Jack Haley,1989,0.449,0.013,-1.4,5.4,4.5,0.4,0.3,0.2,0
Ed Pinckney,1989,0.601,0.131,0.8,4.7,2.9,0.9,0.4,0.5,0
Tim Kempton,1989,0.529,0.06,-0.1,5.4,3.1,1.7,0.4,0.1,0
Scott Roth,1989,0.478,0.034,-0.2,6.8,1.6,1.6,0.7,0.1,0
Craig Hodges,1989,0.589,0.117,0.5,6.5,0.8,1.7,0.5,0.0,0
John Long,1989,0.495,0.01,-0.2,8.4,1.7,1.8,0.9,0.1,0
Andrew Lang,1989,0.594,0.144,0.9,3.5,3.7,0.3,0.3,1.8,0
Kevin Gamble,1989,0.52,0.092,0.4,5.1,1.6,1.7,0.4,0.1,0
Winston Bennett,1989,0.515,0.055,-0.6,6.1,3.4,1.0,0.4,0.2,0
Steve Colter,1989,0.533,0.134,0.9,4.9,2.4,2.0,0.6,0.1,0
Jon Koncak,1989,0.612,0.068,0.1,3.7,4.2,0.4,0.7,0.6,0
Scott Brooks,1989,0.53,0.131,0.7,4.4,0.9,2.9,0.7,0.0,0
Eddie Lee Wilkins,1989,0.495,0.04,-1.1,4.7,3.4,0.2,0.2,0.2,0
Mike Woodson,1989,0.445,0.032,-0.5,6.5,1.4,1.1,0.7,0.2,0
Sedric Toney,1989,0.461,-0.001,-0.7,4.1,0.9,2.7,0.5,0.0,0
Dražen Petrović,1989,0.586,0.139,0.7,7.6,1.4,1.5,0.3,0.0,0
Jerome Lane,1989,0.462,0.062,-0.1,5.0,5.4,1.6,0.8,0.3,0
Kenny Gattison,1989,0.586,0.075,-0.1,5.9,3.1,0.6,0.6,0.5,0
John Lucas,1989,0.454,0.052,0.3,5.8,1.8,4.9,0.9,0.0,0
Alexander Volkov,1989,0.53,0.074,0.2,5.0,1.7,1.2,0.5,0.3,0
Rickey Green,1989,0.481,0.037,0.0,3.5,0.8,2.6,0.7,0.0,0
Anthony Bowie,1989,0.448,0.037,-0.1,4.3,1.8,1.5,0.6,0.1,0
Eddie Hughes,1989,0.482,0.055,-0.1,3.5,1.2,1.9,0.8,0.0,0
Caldwell Jones,1989,0.516,0.072,-0.5,2.4,3.2,0.3,0.3,0.4,0
Will Perdue,1989,0.469,0.028,-1.1,3.8,2.8,0.6,0.2,0.3,0
Terry Davis,1989,0.496,0.029,-0.8,4.7,3.6,0.4,0.4,0.4,0
Jon Sundvold,1989,0.498,0.046,0.0,6.1,1.1,1.6,0.4,0.0,0
Pervis Ellison,1989,0.475,0.021,-0.3,8.0,5.8,1.9,0.5,1.7,0
Delaney Rudd,1989,0.483,0.004,-0.6,3.5,0.7,2.3,0.3,0.0,0
Melvin Turpin,1989,0.574,0.105,-0.2,4.7,3.7,0.5,0.3,0.8,0
Bill Wennington,1989,0.506,0.073,-0.4,4.5,3.3,0.7,0.3,0.4,0
Tom Hammonds,1989,0.475,0.031,-0.6,5.3,2.8,0.8,0.2,0.2,0
Roy Hinson,1989,0.57,0.107,0.3,15.0,6.9,0.9,0.6,1.1,0
Eric Leckner,1989,0.613,0.107,-0.4,4.3,2.5,0.2,0.2,0.3,0
Pete Myers,1989,0.454,0.003,-0.4,4.7,1.8,2.6,0.7,0.2,0
Donald Royal,1989,0.566,0.087,0.1,5.9,2.1,0.7,0.5,0.1,0
Randy Allen,1989,0.456,0.014,-0.6,3.7,2.2,0.4,0.3,0.3,0
Reggie Williams,1989,0.435,-0.002,-0.6,6.8,1.8,1.1,0.7,0.3,0
Kenny Battle,1989,0.587,0.127,0.4,4.1,2.1,0.6,0.6,0.2,0
David Rivers,1989,0.473,-0.012,-0.4,4.2,1.6,3.0,0.6,0.0,0
Randy White,1989,0.407,-0.012,-1.0,4.3,3.1,0.4,0.4,0.1,0
