Player,Season,TS%,WS/48,VORP,PTS,TRB,AST,STL,BLK,AllNBA
Tyler Dorsey,2017,0.494,0.02,-0.2,7.2,2.3,1.4,0.3,0.1,0
Zaza Pachulia,2017,0.612,0.161,0.5,5.4,4.7,1.6,0.6,0.2,0
Patrick McCaw,2017,0.477,0.029,-0.5,4.0,1.4,1.4,0.8,0.2,0
Deyonta Davis,2017,0.621,0.138,0.1,5.8,4.0,0.6,0.2,0.6,0
Daniel Theis,2017,0.616,0.178,0.5,5.3,4.3,0.9,0.5,0.8,0
Gerald Green,2017,0.566,0.107,0.5,12.1,3.2,0.6,0.6,0.4,0
Jerryd Bayless,2017,0.546,0.055,-0.2,7.9,2.1,1.4,0.6,0.2,0
Miles Plumlee,2017,0.574,0.046,-0.4,4.3,4.1,0.8,0.3,0.5,0
Dion Waiters,2017,0.487,0.004,-0.4,14.3,2.6,3.8,0.8,0.3,0
José Calderón,2017,0.643,0.095,0.0,4.5,1.5,2.1,0.5,0.0,0
Kevon Looney,2017,0.588,0.145,0.4,4.0,3.3,0.6,0.5,0.8,0
Sam Dekker,2017,0.534,0.066,-0.2,4.2,2.4,0.5,0.3,0.1,0
Noah Vonleh,2017,0.509,0.09,0.2,4.9,5.8,0.6,0.4,0.3,0
Langston Galloway,2017,0.503,0.079,0.5,6.2,1.6,1.0,0.6,0.1,0
Isaiah Thomas,2017,0.508,0.009,-0.6,15.2,2.1,4.8,0.5,0.1,0
Malik Monk,2017,0.477,0.0,-0.3,6.7,1.0,1.4,0.3,0.1,0
Tyrone Wallace,2017,0.517,0.042,-0.3,9.7,3.5,2.4,0.9,0.4,0
Tim Frazier,2017,0.475,0.08,0.2,3.0,1.9,3.3,0.8,0.1,0
Michael Carter-Williams,2017,0.446,0.05,0.1,4.6,2.7,2.2,0.8,0.4,0
Paul Zipser,2017,0.445,-0.034,-0.8,4.0,2.4,0.9,0.4,0.3,0
Jason Terry,2017,0.525,0.042,0.0,3.3,0.9,1.2,0.8,0.3,0
Ekpe Udoh,2017,0.56,0.187,1.1,2.6,2.4,0.8,0.7,1.2,0
Jordan Bell,2017,0.641,0.174,1.0,4.6,3.6,1.8,0.6,1.0,0
Timothé Luwawu-Cabarrot,2017,0.511,0.046,-0.4,5.8,1.4,1.0,0.2,0.1,0
Thabo Sefolosha,2017,0.591,0.156,0.9,8.2,4.2,0.9,1.4,0.3,0
Eric Moreland,2017,0.531,0.135,0.5,2.1,4.1,1.2,0.5,0.8,0
Trey Burke,2017,0.563,0.145,0.9,12.8,2.0,4.7,0.7,0.1,0
Jawun Evans,2017,0.421,-0.011,-0.6,4.8,1.8,2.1,0.8,0.1,0
Sterling Brown,2017,0.503,0.043,-0.2,4.0,2.6,0.5,0.6,0.2,0
Shane Larkin,2017,0.491,0.087,0.1,4.3,1.7,1.8,0.5,0.0,0
Terrance Ferguson,2017,0.545,0.077,-0.3,3.1,0.8,0.3,0.4,0.2,0
Nenê,2017,0.594,0.163,0.2,6.5,3.4,0.9,0.5,0.3,0
Richaun Holmes,2017,0.585,0.183,0.6,6.5,4.4,1.3,0.4,0.6,0
Jabari Parker,2017,0.55,0.08,0.2,12.6,4.9,1.9,0.8,0.3,0
Omri Casspi,2017,0.632,0.14,0.2,5.7,3.8,1.0,0.3,0.4,0
Quinn Cook,2017,0.593,0.101,0.1,9.5,2.5,2.7,0.4,0.0,0
Salah Mejri,2017,0.644,0.175,0.5,3.5,4.0,0.6,0.4,1.1,0
DeAndre Liggins,2017,0.467,0.034,-0.1,1.7,1.3,0.8,0.6,0.2,0
Luke Babbitt,2017,0.576,0.06,-0.1,5.2,1.9,0.6,0.2,0.1,0
Dwayne Bacon,2017,0.431,-0.007,-0.5,3.3,2.3,0.7,0.3,0.0,0
Matthew Dellavedova,2017,0.5,0.032,-0.4,4.3,1.7,3.8,0.4,0.0,0
C.J. Williams,2017,0.512,0.051,0.0,5.5,1.5,1.1,0.8,0.3,0
Channing Frye,2017,0.599,0.101,0.3,5.0,2.5,0.7,0.3,0.2,0
Wayne Selden,2017,0.551,0.023,-0.2,9.3,1.6,1.9,0.5,0.1,0
Chandler Parsons,2017,0.578,0.077,0.5,7.9,2.5,1.9,0.5,0.3,0
Mike James,2017,0.469,0.017,0.1,9.3,2.5,3.5,0.8,0.2,0
Jared Dudley,2017,0.553,0.058,-0.1,3.2,2.0,1.6,0.5,0.2,0
Tyler Ennis,2017,0.473,0.058,0.0,4.1,1.8,1.9,0.6,0.2,0
Arron Afflalo,2017,0.516,0.009,-0.6,3.4,1.2,0.6,0.1,0.2,0
Marreese Speights,2017,0.539,0.045,0.1,7.7,2.6,0.8,0.2,0.4,0
Cedi Osman,2017,0.577,0.064,-0.1,3.9,2.0,0.7,0.4,0.0,0
Danilo Gallinari,2017,0.545,0.088,0.3,15.3,4.8,2.0,0.6,0.5,0
Zach LaVine,2017,0.499,0.025,-0.1,16.7,3.9,3.0,1.0,0.2,0
Kobi Simmons,2017,0.49,-0.013,-0.8,6.1,1.6,2.1,0.6,0.2,0
Sean Kilpatrick,2017,0.507,0.008,-0.1,6.3,1.7,0.9,0.3,0.1,0
Torrey Craig,2017,0.535,0.069,-0.1,4.2,3.3,0.6,0.3,0.4,0
Cody Zeller,2017,0.602,0.145,0.1,7.1,5.4,0.9,0.4,0.6,0
JaVale McGee,2017,0.641,0.212,0.5,4.8,2.6,0.5,0.3,0.9,0
Terrence Ross,2017,0.505,0.025,-0.1,8.7,3.0,1.6,1.1,0.5,0
Malik Beasley,2017,0.509,0.028,-0.3,3.2,1.1,0.5,0.2,0.1,0
Cameron Payne,2017,0.498,0.063,0.2,8.8,2.8,4.5,1.0,0.4,0
Cheick Diallo,2017,0.619,0.157,0.1,4.9,4.1,0.4,0.2,0.4,0
Khem Birch,2017,0.582,0.15,0.2,4.2,4.3,0.8,0.4,0.5,0
Brandon Paul,2017,0.504,0.045,-0.2,2.3,1.1,0.6,0.4,0.1,0
Alex Caruso,2017,0.519,0.041,-0.1,3.6,1.8,2.0,0.6,0.3,0
Joe Young,2017,0.521,0.043,-0.2,3.9,1.2,0.7,0.3,0.0,0
Tarik Black,2017,0.582,0.136,-0.1,3.5,3.2,0.3,0.4,0.6,0
Jonathan Isaac,2017,0.465,0.021,0.1,5.4,3.7,0.7,1.2,1.1,0
Joffrey Lauvergne,2017,0.536,0.12,0.1,4.1,3.1,0.7,0.2,0.1,0
Nik Stauskas,2017,0.543,0.031,-0.1,4.4,1.6,1.0,0.2,0.1,0
Abdel Nader,2017,0.439,-0.014,-0.4,3.0,1.5,0.5,0.3,0.2,0
Justin Anderson,2017,0.54,0.115,0.1,6.2,2.4,0.7,0.4,0.2,0
Tyler Cavanaugh,2017,0.567,0.109,0.0,4.7,3.3,0.7,0.2,0.1,0
Ivan Rabb,2017,0.599,0.109,0.0,5.6,4.4,0.9,0.3,0.4,0
Raul Neto,2017,0.55,0.086,0.1,4.5,1.2,1.8,0.3,0.1,0
Willy Hernangómez,2017,0.604,0.173,0.4,5.1,3.8,0.7,0.4,0.3,0
Al Jefferson,2017,0.563,0.158,0.5,7.0,4.0,0.8,0.4,0.6,0
Kyle Collinsworth,2017,0.433,0.045,-0.1,3.2,3.3,1.8,0.5,0.3,0
Damyean Dotson,2017,0.532,0.06,0.0,4.1,1.9,0.7,0.3,0.0,0
Nerlens Noel,2017,0.558,0.135,0.3,4.4,5.6,0.7,1.0,0.7,0
Kenneth Faried,2017,0.552,0.132,0.0,5.9,4.8,0.6,0.4,0.4,0
T.J. Leaf,2017,0.545,0.082,-0.1,2.9,1.5,0.2,0.1,0.1,0
DeAndre' Bembry,2017,0.477,-0.04,-0.3,5.2,2.8,1.9,0.8,0.5,0
Dorian Finney-Smith,2017,0.482,0.015,-0.3,5.9,3.6,1.2,0.5,0.2,0
Willie Reed,2017,0.671,0.172,0.3,4.6,2.9,0.2,0.2,0.5,0
Dwight Buycks,2017,0.498,0.027,-0.1,7.4,1.4,2.0,0.7,0.1,0
Isaiah Canaan,2017,0.539,0.072,0.1,8.6,2.3,3.8,0.8,0.1,0
Derrick Rose,2017,0.507,-0.018,-0.4,8.4,1.4,1.5,0.3,0.2,0
Lucas Nogueira,2017,0.661,0.188,0.8,2.5,1.8,0.4,0.5,0.9,0
Shabazz Muhammad,2017,0.51,0.081,-0.1,5.0,1.8,0.3,0.2,0.1,0
Ivica Zubac,2017,0.557,0.118,0.0,3.7,2.9,0.6,0.2,0.3,0
Damion Lee,2017,0.489,0.046,0.0,10.7,4.7,1.9,1.3,0.1,0
Danuel House Jr.,2017,0.533,0.066,0.0,6.6,3.3,1.1,0.3,0.3,0
Ramon Sessions,2017,0.479,0.039,-0.1,4.9,1.4,2.8,0.5,0.1,0
Ron Baker,2017,0.504,0.059,0.2,2.4,1.0,1.6,0.9,0.2,0
Shaquille Harrison,2017,0.54,0.094,0.1,6.6,2.7,2.4,1.1,0.3,0
Brandan Wright,2017,0.596,0.163,0.4,5.0,3.4,0.5,0.5,0.9,0
Johnny O'Bryant,2017,0.47,0.038,-0.2,4.8,2.6,0.4,0.3,0.2,0
Myke Henry,2017,0.472,0.017,0.1,5.4,1.9,1.1,1.6,0.3,0
Mike Conley,2017,0.52,0.077,0.2,17.1,2.3,4.1,1.0,0.3,0
Timofey Mozgov,2017,0.617,0.055,-0.2,4.2,3.2,0.4,0.2,0.4,0
Emeka Okafor,2017,0.545,0.14,0.1,4.4,4.6,0.3,0.3,1.0,0
Jahlil Okafor,2017,0.584,0.083,0.0,6.3,3.0,0.4,0.1,0.6,0
JaKarr Sampson,2017,0.585,0.114,0.1,4.7,3.5,0.4,0.4,1.0,0
Glenn Robinson III,2017,0.529,0.088,0.1,4.1,1.6,0.7,0.6,0.0,0
Boban Marjanović,2017,0.616,0.215,0.4,6.0,3.7,0.6,0.3,0.3,0
Patrick Beverley,2017,0.53,0.056,0.2,12.2,4.1,2.9,1.7,0.5,0
Henry Ellenson,2017,0.476,0.02,-0.2,4.0,2.1,0.5,0.1,0.0,0
Luke Kornet,2017,0.516,0.077,0.2,6.7,3.2,1.3,0.3,0.8,0
Malachi Richardson,2017,0.446,-0.015,-0.3,3.4,1.3,0.5,0.4,0.0,0
Antonio Blakeney,2017,0.471,-0.006,-0.3,7.9,1.7,1.1,0.4,0.1,0
Troy Williams,2017,0.544,0.085,0.1,6.3,3.0,0.8,1.0,0.2,0
Ryan Arcidiacono,2017,0.55,0.04,-0.2,2.0,1.0,1.5,0.5,0.0,0
Rodney McGruder,2017,0.595,0.125,0.1,5.1,1.8,0.9,0.4,0.2,0
Rodney Purvis,2017,0.423,-0.056,-0.5,6.0,1.7,1.1,0.2,0.2,0
Jason Smith,2017,0.455,0.003,-0.3,3.4,1.6,0.4,0.1,0.4,0
Jordan Mickey,2017,0.515,0.054,-0.3,4.0,3.5,0.4,0.3,0.4,0
Jamel Artis,2017,0.457,-0.006,-0.2,5.1,2.5,1.2,0.1,0.2,0
Juancho Hernangómez,2017,0.511,0.061,-0.1,3.3,2.2,0.5,0.2,0.1,0
Iman Shumpert,2017,0.48,-0.006,-0.1,4.4,2.9,1.2,0.6,0.3,0
Jamil Wilson,2017,0.634,0.096,0.2,7.0,2.1,0.7,0.3,0.5,0
Tony Allen,2017,0.514,0.017,-0.2,4.7,2.1,0.4,0.5,0.1,0
Meyers Leonard,2017,0.676,0.2,0.3,3.4,2.1,0.5,0.2,0.0,0
Markelle Fultz,2017,0.416,0.043,0.0,7.1,3.1,3.8,0.9,0.3,0
Derrick Jones Jr.,2017,0.48,0.075,0.0,3.1,1.9,0.5,0.2,0.7,0
Davon Reed,2017,0.388,-0.06,-0.3,3.0,1.9,0.6,0.5,0.1,0
Isaiah Hicks,2017,0.501,-0.003,-0.3,4.4,2.3,0.9,0.1,0.2,0
Briante Weber,2017,0.527,0.072,0.0,2.8,1.9,1.2,1.0,0.3,0
Guerschon Yabusele,2017,0.559,0.122,0.0,2.4,1.6,0.5,0.1,0.2,0
Dante Exum,2017,0.566,0.133,0.1,8.1,1.9,3.1,0.6,0.2,0
Aaron Harrison,2017,0.392,-0.014,-0.3,6.7,2.7,1.2,1.0,0.2,0
Travis Wear,2017,0.497,0.042,-0.1,4.4,2.2,0.4,0.2,0.3,0
Alec Peters,2017,0.523,0.055,0.0,4.1,1.9,0.6,0.1,0.1,0
Marcus Georges-Hunt,2017,0.515,0.049,-0.2,1.4,0.4,0.2,0.1,0.0,0
Gary Payton II,2017,0.443,0.041,-0.1,3.0,1.9,0.9,0.3,0.1,0
Andrew Bogut,2017,0.696,0.094,-0.1,1.5,3.3,0.6,0.2,0.5,0
Josh Magette,2017,0.464,0.092,0.0,2.6,1.1,3.2,0.4,0.1,0
Ante Žižić,2017,0.746,0.231,0.2,3.7,1.9,0.2,0.1,0.4,0
Rashad Vaughn,2017,0.546,0.05,0.0,2.3,0.8,0.5,0.2,0.1,0
Kawhi Leonard,2017,0.572,0.196,0.6,16.2,4.7,2.3,2.0,1.0,0
Andrew White,2017,0.461,-0.034,-0.2,4.6,2.3,0.4,0.2,0.1,0
Brandon Jennings,2017,0.478,0.026,-0.1,5.2,2.2,3.1,0.4,0.3,0
Quincy Pondexter,2017,0.398,-0.047,-0.3,2.0,1.2,0.4,0.3,0.1,0
MarShon Brooks,2017,0.629,0.179,0.4,20.1,3.0,3.6,1.6,0.4,0
Aaron Brooks,2017,0.508,0.033,-0.1,2.3,0.5,0.6,0.2,0.0,0
Caleb Swanigan,2017,0.449,-0.003,-0.2,2.3,2.0,0.5,0.2,0.1,0
Solomon Hill,2017,0.332,-0.014,-0.1,2.4,3.0,1.8,0.6,0.1,0
Ömer Aşık,2017,0.397,-0.021,-0.3,1.2,2.6,0.2,0.1,0.2,0
Jalen Jones,2017,0.485,0.027,-0.2,4.6,2.4,0.3,0.3,0.1,0
Isaiah Whitehead,2017,0.53,-0.035,-0.1,6.3,1.6,1.3,0.5,0.1,0
Johnathan Motley,2017,0.55,0.084,-0.1,8.7,4.5,0.6,0.3,0.2,0
Julyan Stone,2017,0.684,0.087,0.0,0.8,1.3,1.1,0.2,0.1,0
John Holland,2017,0.417,-0.05,-0.2,2.3,1.0,0.2,0.3,0.1,0
Richard Jefferson,2017,0.499,0.029,-0.1,1.5,0.9,0.8,0.1,0.1,0
Dakari Johnson,2017,0.575,0.178,0.1,1.8,1.1,0.3,0.2,0.3,0
Jake Layman,2017,0.352,-0.021,-0.1,1.0,0.5,0.3,0.2,0.1,0
Mirza Teletović,2017,0.623,0.09,0.1,7.1,2.3,1.0,0.4,0.1,0
Damien Wilkins,2017,0.405,-0.019,-0.2,1.7,0.8,0.5,0.1,0.1,0
Derrick Walton,2017,0.525,0.128,0.1,1.8,1.0,1.0,0.4,0.2,0
Darrell Arthur,2017,0.559,-0.011,-0.1,2.8,0.8,0.5,0.4,0.2,0
Kay Felder,2017,0.379,-0.175,-0.3,3.6,1.1,1.3,0.2,0.1,0
Derrick White,2017,0.646,0.17,0.2,3.2,1.5,0.5,0.2,0.2,0
Lorenzo Brown,2017,0.459,0.06,0.0,2.3,1.1,0.9,0.4,0.0,0
Jon Leuer,2017,0.505,0.05,-0.1,5.4,4.0,0.6,0.1,0.4,0
Malcolm Miller,2017,0.638,0.087,0.0,2.5,1.0,0.2,0.1,0.1,0
Milton Doyle,2017,0.337,-0.052,-0.1,3.4,1.8,1.0,0.6,0.2,0
Zhou Qi,2017,0.295,-0.104,-0.3,1.2,1.2,0.1,0.1,0.8,0
Antonius Cleveland,2017,0.486,-0.006,-0.1,1.4,0.8,0.1,0.4,0.3,0
Georgios Papagiannis,2017,0.429,0.005,-0.1,2.1,2.2,0.5,0.2,0.4,0
Nigel Hayes,2017,0.393,-0.034,-0.1,3.0,2.4,0.7,0.2,0.3,0
James Webb III,2017,0.333,-0.041,-0.2,1.6,2.4,0.4,0.1,0.0,0
Xavier Rathan-Mayes,2017,0.315,-0.171,-0.3,5.8,1.0,3.6,1.2,0.6,0
Bobby Brown,2017,0.425,-0.08,-0.2,2.5,0.4,0.6,0.2,0.0,0
Jabari Bird,2017,0.615,0.098,0.0,3.0,1.5,0.6,0.2,0.1,0
Kadeem Allen,2017,0.366,-0.038,-0.2,1.1,0.6,0.7,0.2,0.1,0
Bruno Caboclo,2017,0.386,-0.021,-0.1,2.2,1.8,0.3,0.3,0.3,0
Alex Poythress,2017,0.5,0.066,-0.1,1.0,0.7,0.1,0.1,0.0,0
Jaylen Morris,2017,0.438,-0.053,-0.1,4.7,2.7,1.2,0.3,0.2,0
Brice Johnson,2017,0.486,0.082,0.0,2.4,1.7,0.1,0.5,0.3,0
Darrun Hilliard,2017,0.362,-0.015,-0.1,1.1,0.5,0.8,0.1,0.0,0
Chris McCullough,2017,0.478,0.081,0.0,2.4,1.3,0.2,0.0,0.3,0
Damian Jones,2017,0.517,0.031,-0.1,1.7,0.9,0.1,0.1,0.2,0
Jack Cooley,2017,0.566,0.182,0.0,5.7,4.3,0.9,0.1,0.0,0
Josh Gray,2017,0.349,-0.118,0.0,6.4,2.0,2.4,1.6,0.4,0
Furkan Korkmaz,2017,0.386,-0.006,-0.1,1.6,0.8,0.3,0.1,0.1,0
Wade Baldwin,2017,0.748,0.187,0.1,5.4,1.1,0.7,0.3,0.1,0
Okaro White,2017,0.577,0.096,0.0,3.3,1.8,0.3,0.2,0.2,0
Demetrius Jackson,2017,0.424,-0.047,-0.1,1.1,0.8,0.6,0.3,0.1,0
Nick Collison,2017,0.627,0.064,0.0,2.1,1.3,0.3,0.0,0.0,0
Omari Johnson,2017,0.524,0.053,0.0,5.5,2.8,1.8,0.5,0.0,0
Marquis Teague,2017,0.302,-0.038,-0.1,3.7,2.0,4.3,1.3,0.0,0
Thomas Bryant,2017,0.441,0.05,0.0,1.5,1.1,0.4,0.1,0.1,0
Udonis Haslem,2017,0.252,-0.059,-0.1,0.6,0.7,0.4,0.0,0.1,0
D.J. Wilson,2017,0.622,0.054,0.0,1.0,0.5,0.1,0.1,0.0,0
Alan Williams,2017,0.455,-0.004,-0.1,4.0,4.4,1.6,1.0,0.2,0
Larry Drew II,2017,0.354,-0.061,-0.1,1.7,0.3,1.0,0.0,0.0,0
London Perrantes,2017,0.23,-0.086,-0.1,0.5,0.3,0.4,0.1,0.1,0
Gian Clavell,2017,0.53,0.042,0.0,2.9,1.0,0.4,0.3,0.0,0
Andre Ingram,2017,0.655,0.157,0.1,12.0,3.0,3.5,1.5,1.5,0
James Young,2017,0.511,0.041,-0.1,2.8,0.3,0.3,0.0,0.0,0
Kyle Singler,2017,0.43,-0.031,-0.1,1.9,0.8,0.2,0.1,0.0,0
Alfonzo McKinnie,2017,0.643,0.084,0.0,1.5,0.5,0.1,0.1,0.1,0
Jordan Crawford,2017,0.601,0.15,0.1,6.6,0.8,2.6,0.2,0.2,0
Marshall Plumlee,2017,0.697,0.143,0.0,1.8,2.1,0.3,0.0,0.1,0
Cole Aldrich,2017,0.34,-0.013,-0.1,0.6,0.7,0.1,0.1,0.0,0
Vander Blue,2017,0.255,-0.102,-0.1,0.6,0.2,0.6,0.2,0.0,0
R.J. Hunter,2017,0.455,0.022,0.0,3.8,1.0,0.6,0.6,0.0,0
Adreian Payne,2017,0.831,0.203,0.0,4.2,1.8,0.0,0.4,0.0,0
Joakim Noah,2017,0.51,0.072,0.0,1.7,2.0,0.6,0.3,0.3,0
Jonathan Gibson,2017,0.739,0.195,0.1,8.5,0.8,1.0,0.0,0.0,0
Jeff Withey,2017,0.444,-0.054,0.0,1.5,1.0,0.0,0.0,0.3,0
Charles Cooke,2017,0.202,-0.239,-0.1,0.5,0.2,0.1,0.1,0.0,0
Joel Bolomboy,2017,0.521,0.079,0.0,1.5,1.7,0.0,0.3,0.0,0
Walt Lemon Jr.,2017,0.491,-0.071,-0.1,3.4,0.4,1.0,0.0,0.2,0
Aaron Jackson,2017,0.405,-0.017,-0.1,8.0,3.0,1.0,0.0,0.0,0
Jacob Wiley,2017,0.41,0.094,0.0,0.8,2.2,0.4,0.2,0.0,0
Georges Niang,2017,0.379,-0.029,0.0,1.0,1.0,0.3,0.2,0.0,0
Matt Costello,2017,0.5,0.127,0.0,1.0,2.3,0.5,0.5,0.5,0
Markel Brown,2017,0.357,-0.063,-0.1,1.3,1.3,0.5,0.0,0.0,0
Ike Anigbogu,2017,0.558,0.165,0.0,1.2,0.8,0.0,0.1,0.3,0
Tony Bradley,2017,0.337,0.033,0.0,0.9,1.2,0.1,0.0,0.0,0
Daniel Hamilton,2017,0.545,0.169,0.0,2.0,0.8,1.3,0.2,0.0,0
Marcus Paige,2017,0.403,-0.006,0.0,2.4,0.8,0.6,0.0,0.0,0
Jameel Warney,2017,0.599,0.157,0.0,5.7,3.0,0.0,0.0,0.0,0
Monte Morris,2017,0.727,0.312,0.1,3.3,0.7,2.3,1.0,0.0,0
Jeremy Lin,2017,0.597,0.087,0.0,18.0,0.0,4.0,0.0,0.0,0
Chinanu Onuaku,2017,0.4,-0.147,-0.1,4.0,4.0,1.0,0.0,0.0,0
Xavier Munford,2017,0.218,-0.197,0.0,0.5,0.2,0.7,0.2,0.0,0
Mangok Mathiang,2017,0.538,0.183,0.0,2.0,2.5,0.0,0.3,0.0,0
Nate Wolters,2017,0.167,-0.137,-0.1,0.4,0.4,0.2,0.0,0.0,0
James Michael McAdoo,2017,0.508,0.023,0.0,2.7,0.7,0.0,0.0,0.3,0
Kendrick Perkins,2017,0.521,0.026,0.0,3.0,1.0,2.0,1.0,0.0,0
Tim Quarterman,2017,0.515,-0.083,0.0,1.3,1.0,0.3,0.0,0.0,0
Luol Deng,2017,0.5,-0.018,0.0,2.0,0.0,1.0,1.0,0.0,0
Devin Robinson,2017,0.333,0.098,0.0,2.0,5.0,0.0,1.0,0.0,0
Josh Smith,2017,0.25,-0.013,0.0,0.7,1.3,0.0,0.0,0.0,0
Matt Williams,2017,0.417,-0.197,0.0,1.7,0.3,0.0,0.0,0.0,0
Nicolás Brussino,2017,0.0,-0.18,0.0,0.0,0.8,0.0,0.0,0.0,0
David Stockton,2017,1.05,0.459,0.0,3.3,0.0,0.0,0.0,0.0,0
Ben Moore,2017,,0.072,0.0,0.0,0.5,0.5,0.0,0.0,0
Derrick Williams,2017,0.25,-0.191,0.0,1.0,0.5,0.0,0.0,0.0,0
Jarell Eddie,2017,0.0,-0.142,0.0,0.0,0.3,0.0,0.3,0.0,0
Erik McCree,2017,0.0,-0.334,0.0,0.0,0.3,0.0,0.3,0.0,0
Luis Montero,2017,0.0,-0.445,0.0,0.0,1.0,0.0,0.0,0.0,0
Scotty Hopson,2017,0.266,-0.238,0.0,1.0,0.0,1.0,0.0,0.0,0
Vince Hunter,2017,0.6,0.097,0.0,1.5,0.8,0.0,0.0,0.3,0
Reggie Hearn,2017,0.75,0.132,0.0,1.0,0.0,0.0,0.0,0.0,0
Xavier Silas,2017,0.0,-0.25,0.0,0.0,1.0,0.0,0.5,0.0,0
Jacob Pullen,2017,0.5,-0.21,0.0,0.7,0.0,0.0,0.0,0.0,0
Josh McRoberts,2017,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0
Jeremy Evans,2017,1.0,-0.028,0.0,2.0,1.0,0.0,0.0,0.0,0
Gordon Hayward,2017,0.5,0.056,0.0,2.0,1.0,0.0,0.0,0.0,0
Anthony Brown,2017,1.5,0.571,0.0,3.0,0.0,1.0,0.0,0.0,0
Justin Patton,2017,0.5,0.151,0.0,2.0,0.0,0.0,1.0,0.0,0
PJ Dozier,2017,0.5,-0.404,0.0,1.0,0.5,0.0,0.0,0.0,0
Mindaugas Kuzminskas,2017,0.0,-1.065,0.0,0.0,0.0,0.0,0.0,0.0,0
Tyler Lydon,2017,,-0.014,0.0,0.0,0.0,0.0,0.0,0.0,0
Edmond Sumner,2017,1.0,0.425,0.0,2.0,1.0,0.0,0.0,0.0,0
Chris Boucher,2017,0.0,-0.899,0.0,0.0,1.0,0.0,0.0,0.0,0
Trey McKinney-Jones,2017,,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0
Naz Mitrou-Long,2017,1.5,2.712,0.0,3.0,0.0,0.0,0.0,0.0,0
Bradley Beal,2018,0.581,0.12,3.7,25.6,5.0,5.5,1.5,0.7,0
James Harden,2018,0.616,0.254,9.3,36.1,6.6,7.5,2.0,0.7,1
Kemba Walker,2018,0.558,0.123,4.4,25.6,4.4,5.9,1.2,0.4,3
Tobias Harris,2018,0.592,0.12,2.6,20.0,7.9,2.8,0.6,0.5,0
Paul George,2018,0.583,0.201,6.6,28.0,8.2,4.1,2.2,0.4,1
Damian Lillard,2018,0.588,0.205,6.0,25.8,4.6,6.9,1.1,0.4,2
P.J. Tucker,2018,0.547,0.086,1.0,7.3,5.8,1.2,1.6,0.5,0
Kevin Durant,2018,0.631,0.204,5.1,26.0,6.4,5.9,0.7,1.1,2
Ben Simmons,2018,0.582,0.146,3.8,16.9,8.8,7.7,1.4,0.8,0
DeMar DeRozan,2018,0.542,0.112,2.2,21.2,6.0,6.2,1.1,0.5,0
LaMarcus Aldridge,2018,0.576,0.167,2.6,21.3,9.2,2.4,0.5,1.3,0
Steven Adams,2018,0.591,0.163,2.1,13.9,9.5,1.6,1.5,1.0,0
Klay Thompson,2018,0.571,0.095,1.2,21.5,3.8,2.4,1.1,0.6,0
Andre Drummond,2018,0.555,0.181,2.7,17.3,15.6,1.4,1.7,1.7,0
Aaron Gordon,2018,0.538,0.093,1.7,16.0,7.4,3.7,0.7,0.7,0
Russell Westbrook,2018,0.501,0.124,4.7,22.9,11.1,10.7,1.9,0.5,3
Blake Griffin,2018,0.581,0.147,4.7,24.5,7.5,5.4,0.7,0.4,3
Buddy Hield,2018,0.587,0.108,2.7,20.7,5.0,2.5,0.7,0.4,0
Jerami Grant,2018,0.592,0.134,1.5,13.6,5.2,1.0,0.8,1.3,0
Justin Holiday,2018,0.52,0.038,0.1,10.5,3.9,1.8,1.5,0.4,0
Collin Sexton,2018,0.52,-0.011,-1.8,16.7,2.9,3.0,0.5,0.1,0
Donovan Mitchell,2018,0.537,0.092,2.2,23.8,4.1,4.2,1.4,0.4,0
Rudy Gobert,2018,0.682,0.268,4.8,15.9,12.9,2.0,0.8,2.3,3
Bojan Bogdanović,2018,0.613,0.126,1.7,18.0,4.1,2.0,0.9,0.0,0
Joe Ingles,2018,0.581,0.113,2.2,12.1,4.0,5.7,1.2,0.2,0
Evan Fournier,2018,0.536,0.061,-0.3,15.1,3.2,3.6,0.9,0.1,0
Pascal Siakam,2018,0.628,0.175,2.8,16.9,6.9,3.1,0.9,0.7,0
De'Aaron Fox,2018,0.544,0.106,2.3,17.3,3.8,7.3,1.6,0.6,0
Karl-Anthony Towns,2018,0.622,0.197,5.1,24.4,12.4,3.4,0.9,1.6,0
Andrew Wiggins,2018,0.493,0.012,-0.6,18.1,4.8,2.5,1.0,0.7,0
Josh Richardson,2018,0.536,0.106,1.5,16.6,3.6,4.1,1.1,0.5,0
Harrison Barnes,2018,0.55,0.068,0.4,16.4,4.7,1.5,0.6,0.2,0
Nikola Vučević,2018,0.573,0.193,5.5,20.8,12.0,3.8,1.0,1.1,0
Nikola Jokić,2018,0.589,0.226,7.0,20.1,10.8,7.3,1.4,0.7,1
Trae Young,2018,0.539,0.062,0.9,19.1,3.7,8.1,0.9,0.2,0
Thaddeus Young,2018,0.569,0.133,2.2,12.6,6.5,2.5,1.5,0.4,0
Jayson Tatum,2018,0.547,0.097,1.1,15.7,6.0,2.1,1.1,0.7,0
D'Angelo Russell,2018,0.533,0.097,3.4,21.1,3.9,7.0,1.2,0.2,0
Jamal Murray,2018,0.538,0.1,1.6,18.2,4.2,4.8,0.9,0.4,0
Cedi Osman,2018,0.536,0.029,-0.8,13.0,4.7,2.6,0.8,0.1,0
