Player,Season,VORP,DWS,PER,G,FTA,TOV,PTS,DRB,RookieNBA,ClassRookie,Rookie
John Wall,2010,0.8,1.9,15.8,69.0,5.7,3.8,16.4,4.1,1,1,1
Landry Fields,2010,1.4,1.8,13.5,82.0,1.8,1.3,9.7,5.1,1,1,1
DeMarcus Cousins,2010,-0.4,2.9,14.6,81.0,5.0,3.3,14.1,6.0,1,1,1
Greg Monroe,2010,1.4,1.9,18.0,80.0,2.9,1.0,9.4,4.4,1,2,1
Wesley Johnson,2010,0.2,0.9,10.2,79.0,1.2,1.2,9.0,2.4,1,2,1
Eric Bledsoe,2010,-0.1,1.6,10.8,81.0,1.6,2.4,6.7,1.9,1,2,1
Evan Turner,2010,-0.1,2.2,10.8,78.0,1.6,1.0,7.2,3.4,0,0,1
Gary Neal,2010,0.7,1.4,13.1,80.0,1.3,1.0,9.8,2.2,1,1,1
Ed Davis,2010,0.4,1.1,15.8,65.0,2.0,0.7,7.7,4.5,0,0,1
Derrick Favors,2010,-0.5,1.4,13.9,78.0,2.2,1.0,6.8,3.1,1,2,1
Al-Farouq Aminu,2010,-0.3,1.4,9.6,81.0,1.5,1.3,5.6,2.4,0,0,1
Paul George,2010,0.6,1.9,13.0,61.0,1.7,1.1,7.8,3.1,1,2,1
Gordon Hayward,2010,-0.1,0.4,10.7,72.0,1.3,1.0,5.4,1.4,0,0,1
Trevor Booker,2010,0.3,0.8,15.3,65.0,1.6,0.6,5.3,2.4,0,0,1
Ekpe Udoh,2010,-0.5,0.7,9.7,58.0,1.1,0.8,4.1,1.7,0,0,1
Jordan Crawford,2010,-0.5,0.5,11.8,42.0,2.0,2.0,11.7,1.8,0,0,1
Ömer Aşık,2010,0.1,2.2,11.8,82.0,1.8,0.8,2.8,2.4,0,0,1
Christian Eyenga,2010,-0.5,0.5,9.0,44.0,0.6,1.1,6.9,2.2,0,0,1
Manny Harris,2010,-0.4,0.4,10.4,54.0,1.7,1.2,5.9,1.9,0,0,1
Nikola Peković,2010,-0.8,0.5,11.2,65.0,1.8,1.4,5.5,1.6,0,0,1
Larry Sanders,2010,-0.3,1.8,11.0,60.0,0.8,0.6,4.3,2.0,0,0,1
Patrick Patterson,2010,0.5,0.7,16.7,52.0,0.8,0.6,6.3,2.2,0,0,1
Greivis Vásquez,2010,-0.3,0.7,9.4,70.0,0.6,1.0,3.6,0.9,0,0,1
Eugene Jeter,2010,-0.3,0.5,11.1,62.0,0.7,0.8,4.1,1.0,0,0,1
Gary Forbes,2010,-0.2,0.7,11.7,63.0,1.4,0.7,5.2,1.4,0,0,1
Tiago Splitter,2010,0.2,1.1,16.0,60.0,2.3,0.5,4.6,2.2,0,0,1
Quincy Pondexter,2010,-0.1,0.7,8.5,66.0,0.5,0.2,2.8,1.0,0,0,1
Samardo Samuels,2010,-0.7,0.3,11.7,37.0,3.0,1.4,7.8,2.2,0,0,1
Luke Harangody,2010,-0.3,0.7,10.1,49.0,0.5,0.3,3.9,2.1,0,0,1
Kevin Séraphin,2010,-0.8,0.5,8.4,58.0,0.5,0.7,2.7,1.2,0,0,1
Semih Erden,2010,-0.1,1.1,10.3,41.0,1.5,0.8,4.0,2.0,0,0,1
Xavier Henry,2010,-0.4,0.3,7.0,38.0,1.4,0.3,4.3,0.7,0,0,1
Timofey Mozgov,2010,-0.3,0.5,10.8,45.0,1.2,0.8,3.6,1.7,0,0,1
Jeremy Evans,2010,0.5,0.4,18.8,49.0,0.8,0.4,3.6,1.2,0,0,1
Ish Smith,2010,-0.3,0.4,7.6,43.0,0.5,0.8,2.3,0.9,0,0,1
Ben Uzoh,2010,0.2,0.2,14.7,42.0,1.3,0.6,3.8,0.7,0,0,1
Lazar Hayward,2010,-0.1,0.2,10.8,42.0,1.0,0.5,3.8,1.1,0,0,1
Damion James,2010,-0.1,0.5,10.1,25.0,1.1,1.0,4.4,2.7,0,0,1
Zabian Dowdell,2010,-0.1,0.2,11.7,24.0,0.7,1.2,5.0,0.6,0,0,1
James Anderson,2010,0.0,0.2,8.5,26.0,0.7,0.5,3.6,0.8,0,0,1
Jeremy Lin,2010,0.3,0.4,14.8,29.0,0.9,0.6,2.6,0.8,0,0,1
Armon Johnson,2010,-0.2,0.2,9.3,38.0,0.6,1.0,2.9,0.7,0,0,1
Derrick Caracter,2010,-0.3,0.3,10.0,41.0,0.6,0.5,2.0,0.6,0,0,1
Jeff Adrien,2010,-0.2,0.1,11.3,23.0,0.8,0.4,2.5,1.5,0,0,1
Avery Bradley,2010,-0.4,0.3,2.2,31.0,0.4,0.5,1.7,0.4,0,0,1
Mustafa Shakur,2010,-0.2,0.1,6.8,22.0,0.7,0.8,2.3,0.7,0,0,1
Larry Owens,2010,0.1,0.2,11.2,12.0,0.8,0.4,3.3,1.2,0,0,1
Cole Aldrich,2010,-0.1,0.2,7.0,18.0,0.2,0.4,1.0,1.2,0,0,1
Chris Johnson,2010,-0.1,0.2,10.2,14.0,1.4,0.7,2.4,1.4,0,0,1
Luke Babbitt,2010,-0.3,0.1,1.0,24.0,0.4,0.3,1.5,1.0,0,0,1
Dominique Jones,2010,0.0,0.2,10.6,18.0,0.9,0.6,2.3,1.1,0,0,1
Willie Warren,2010,0.0,0.1,10.8,19.0,0.4,0.4,1.9,0.6,0,0,1
Devin Ebanks,2010,0.0,0.2,19.4,20.0,1.2,0.3,3.1,0.6,0,0,1
Lance Stephenson,2010,-0.2,0.1,5.5,12.0,1.2,1.3,3.1,1.4,0,0,1
Garret Siler,2010,-0.1,0.1,13.5,21.0,1.0,0.5,2.1,0.6,0,0,1
Hamady N'Diaye,2010,-0.1,0.0,5.3,16.0,0.8,0.2,0.9,0.3,0,0,1
Sherron Collins,2010,-0.1,0.0,3.6,20.0,0.1,0.2,0.9,0.3,0,0,1
Solomon Alabi,2010,-0.1,0.0,2.0,12.0,0.2,0.3,0.5,0.6,0,0,1
Craig Brackins,2010,-0.1,0.0,0.1,3.0,0.0,0.0,2.7,0.7,0,0,1
Andy Rautins,2010,-0.1,0.0,-1.2,5.0,0.4,1.4,1.6,0.2,0,0,1
Pape Sy,2010,0.0,0.0,9.2,3.0,1.0,1.0,2.3,0.3,0,0,1
Patrick Ewing,2010,0.0,0.0,0.6,7.0,0.6,0.1,0.4,0.1,0,0,1
Marcus Cousin,2010,0.0,0.0,7.8,4.0,0.0,0.3,1.0,0.8,0,0,1
Dexter Pittman,2010,0.0,0.0,-6.4,2.0,0.0,1.0,1.0,1.0,0,0,1
Gani Lawal,2010,0.0,0.0,-9.1,1.0,0.0,0.0,0.0,0.0,0,0,1
Hassan Whiteside,2010,0.0,0.0,-17.9,1.0,0.0,0.0,0.0,0.0,0,0,1
Brandon Knight,2011,-0.3,1.0,11.7,66.0,2.1,2.6,12.8,2.7,0,0,1
Chandler Parsons,2011,1.3,1.8,13.3,63.0,1.2,1.3,9.5,3.3,1,2,1
Kemba Walker,2011,0.6,0.5,14.9,66.0,3.2,1.8,12.1,3.1,0,0,1
Iman Shumpert,2011,0.2,2.5,10.8,59.0,1.8,1.9,9.5,2.4,0,0,1
Isaiah Thomas,2011,1.2,0.0,17.6,65.0,2.8,1.6,11.5,1.8,1,2,1
MarShon Brooks,2011,-0.2,0.3,12.9,56.0,2.6,2.1,12.6,2.3,1,2,1
Klay Thompson,2011,0.2,0.3,14.9,66.0,1.4,1.6,12.5,2.1,1,1,1
Kyrie Irving,2011,2.4,0.6,21.4,51.0,3.8,3.1,18.5,2.9,1,1,1
Kawhi Leonard,2011,2.1,2.4,16.6,64.0,1.4,0.7,7.9,3.5,0,0,1
Bismack Biyombo,2011,-1.0,1.1,10.6,63.0,2.3,1.1,5.2,4.0,0,0,1
Chris Singleton,2011,-0.1,1.5,8.3,66.0,0.7,0.6,4.6,2.9,0,0,1
Tristan Thompson,2011,-1.0,0.9,13.3,60.0,3.2,1.4,8.2,3.4,1,2,1
Derrick Williams,2011,0.0,1.2,12.9,66.0,3.0,1.2,8.8,3.5,1,2,1
Ricky Rubio,2011,1.1,1.5,14.6,41.0,3.8,3.2,10.6,3.7,1,1,1
Norris Cole,2011,-1.4,1.4,7.9,65.0,1.3,1.6,6.8,1.1,0,0,1
Markieff Morris,2011,0.0,1.4,12.1,63.0,1.7,1.1,7.4,3.3,0,0,1
Jimmer Fredette,2011,-0.4,-0.2,10.8,61.0,0.8,1.1,7.6,0.9,0,0,1
Gustavo Ayón,2011,1.2,1.7,16.7,54.0,1.2,0.9,5.9,3.3,0,0,1
Jan Veselý,2011,-0.2,1.0,11.5,57.0,1.1,1.1,4.7,2.6,0,0,1
Kenneth Faried,2011,1.1,1.3,21.9,46.0,3.6,1.2,10.2,4.6,1,1,1
Alec Burks,2011,0.0,0.4,14.0,59.0,2.4,0.9,7.2,1.3,0,0,1
Ivan Johnson,2011,0.0,1.7,14.3,56.0,1.8,1.2,6.4,2.9,0,0,1
Charles Jenkins,2011,-0.5,0.1,12.4,51.0,0.8,1.2,5.8,1.2,0,0,1
Enes Freedom,2011,-0.2,0.8,14.5,66.0,1.6,0.8,4.6,2.6,0,0,1
Nikola Vučević,2011,0.0,1.6,14.3,51.0,0.7,0.6,5.5,3.1,0,0,1
Shelvin Mack,2011,-0.1,0.5,11.9,64.0,0.9,0.8,3.6,1.3,0,0,1
Greg Stiemsma,2011,0.7,2.2,13.6,55.0,0.7,0.6,2.9,2.3,0,0,1
Donald Sloan,2011,-0.6,0.1,8.9,33.0,0.9,1.5,5.5,1.5,0,0,1
Jordan Williams,2011,0.0,0.4,14.5,43.0,1.5,0.5,4.6,2.1,0,0,1
Lance Thomas,2011,-0.4,0.4,10.1,42.0,1.5,0.6,4.0,1.8,0,0,1
Lavoy Allen,2011,0.0,1.2,12.7,41.0,0.3,0.5,4.1,3.0,0,0,1
Jeremy Tyler,2011,-0.8,0.4,10.4,42.0,1.2,0.9,4.9,2.0,0,0,1
Jon Leuer,2011,0.2,0.5,15.3,46.0,0.6,0.4,4.7,1.6,0,0,1
Nolan Smith,2011,-0.5,0.3,7.8,44.0,0.6,1.0,3.8,0.9,0,0,1
Josh Harrellson,2011,0.3,1.0,13.7,37.0,0.7,0.5,4.4,2.6,0,0,1
Reggie Jackson,2011,-0.2,0.5,9.2,45.0,0.6,0.8,3.1,0.9,0,0,1
Tobias Harris,2011,0.0,0.4,14.2,42.0,1.3,0.7,5.0,1.7,0,0,1
Jeremy Pargo,2011,-0.6,0.4,4.4,44.0,0.6,1.0,2.9,0.6,0,0,1
Cory Higgins,2011,-0.9,-0.1,4.1,38.0,1.6,1.0,3.9,0.7,0,0,1
Andrew Goudelock,2011,-0.3,0.1,8.4,40.0,0.3,0.5,4.4,0.7,0,0,1
Jimmy Butler,2011,0.1,0.6,12.5,42.0,1.3,0.3,2.6,0.8,0,0,1
Walker Russell,2011,-0.3,0.3,7.2,28.0,0.8,1.2,3.0,0.7,0,0,1
E'Twaun Moore,2011,0.0,0.5,8.8,38.0,0.2,0.6,2.9,0.8,0,0,1
Terrel Harris,2011,-0.3,0.4,6.7,22.0,1.0,1.1,3.6,1.5,0,0,1
JaJuan Johnson,2011,-0.1,0.5,11.4,36.0,0.3,0.4,3.2,1.1,0,0,1
Cory Joseph,2011,-0.2,0.2,6.9,29.0,0.6,0.4,2.0,0.7,0,0,1
Jordan Hamilton,2011,0.1,0.2,13.9,26.0,0.2,0.6,4.4,2.0,0,0,1
Mickell Gladness,2011,-0.2,0.2,9.5,26.0,0.5,0.3,2.2,1.7,0,0,1
Malcolm Lee,2011,-0.1,0.1,9.3,19.0,0.9,0.9,3.3,0.9,0,0,1
Josh Selby,2011,-0.4,0.2,3.3,28.0,0.5,1.0,2.3,0.5,0,0,1
Daniel Orton,2011,0.0,0.3,12.7,16.0,1.6,0.4,2.8,1.3,0,0,1
Chris Wright,2011,0.1,0.2,18.6,24.0,1.3,0.3,2.9,1.1,0,0,1
Jerome Dyson,2011,-0.1,0.2,11.3,9.0,4.0,2.2,7.4,1.9,0,0,1
Julyan Stone,2011,0.2,0.2,13.0,22.0,0.5,0.5,1.6,0.9,0,0,1
Darius Morris,2011,-0.2,0.1,5.2,19.0,0.5,1.0,2.4,0.7,0,0,1
Elliot Williams,2011,0.1,0.1,18.8,24.0,0.8,0.2,3.7,0.5,0,0,1
Vernon Macklin,2011,0.1,0.1,18.2,23.0,0.6,0.1,2.0,0.9,0,0,1
Marcus Morris,2011,-0.2,0.1,3.8,17.0,0.5,0.2,2.4,0.6,0,0,1
Trey Thompkins,2011,-0.1,0.1,12.0,24.0,0.3,0.3,2.4,0.8,0,0,1
Carldell Johnson,2011,0.0,0.1,8.9,15.0,0.2,0.5,1.8,0.5,0,0,1
DeAndre Liggins,2011,-0.1,0.1,8.9,17.0,1.1,0.6,1.9,0.5,0,0,1
Jerome Jordan,2011,0.1,0.1,18.3,21.0,0.5,0.1,2.0,0.6,0,0,1
Mychel Thompson,2011,-0.1,0.0,2.2,5.0,0.0,1.0,3.6,1.0,0,0,1
Courtney Fortson,2011,-0.1,0.1,9.9,10.0,1.5,1.0,3.5,0.9,0,0,1
Justin Dentmon,2011,-0.1,0.1,4.8,6.0,1.0,1.2,4.3,1.3,0,0,1
Tyler Honeycutt,2011,0.0,0.1,10.4,15.0,0.3,0.1,1.3,0.7,0,0,1
Justin Harper,2011,-0.2,0.1,1.7,14.0,0.1,0.4,1.4,0.6,0,0,1
Greg Smith,2011,0.0,0.1,12.3,8.0,0.0,0.1,1.8,1.9,0,0,1
D.J. Kennedy,2011,-0.1,0.0,4.7,2.0,1.0,1.5,6.0,3.0,0,0,1
Edwin Ubiles,2011,0.0,0.0,7.3,4.0,0.8,0.3,3.5,2.0,0,0,1
Jerry Smith,2011,0.0,0.1,7.8,5.0,0.0,0.0,1.4,1.0,0,0,1
Travis Leslie,2011,0.0,0.0,14.6,10.0,0.9,0.2,1.4,0.3,0,0,1
Darington Hobson,2011,-0.1,0.0,-3.3,5.0,0.0,0.4,0.8,0.6,0,0,1
Eric Dawson,2011,0.0,0.1,14.6,4.0,0.5,0.8,3.8,1.3,0,0,1
Jeff Foote,2011,-0.1,0.0,-0.9,4.0,0.0,0.5,1.0,1.3,0,0,1
Xavier Silas,2011,-0.1,0.0,0.1,2.0,1.5,1.5,5.5,1.0,0,0,1
Derrick Byars,2011,0.0,0.1,14.9,2.0,2.0,0.0,5.0,2.5,0,0,1
Dennis Horner,2011,0.0,0.0,6.6,8.0,0.5,0.1,0.6,0.4,0,0,1
Ryan Reid,2011,0.0,0.0,17.6,5.0,0.0,0.2,1.6,0.2,0,0,1
Malcolm Thomas,2011,0.0,0.0,7.1,3.0,0.7,0.0,0.3,0.7,0,0,1
Keith Benson,2011,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.3,0,0,1
Damian Lillard,2012,1.8,0.7,16.4,82.0,3.9,3.0,19.0,2.6,1,1,1
Kyle Singler,2012,-0.6,1.2,10.0,82.0,1.5,1.2,8.8,2.7,1,2,1
Harrison Barnes,2012,0.1,1.9,11.0,81.0,2.3,1.2,9.2,3.5,1,1,1
Tyler Zeller,2012,-1.0,1.2,11.0,77.0,2.0,1.2,7.9,3.6,1,2,1
Michael Kidd-Gilchrist,2012,-0.3,1.0,14.0,78.0,2.4,1.3,9.0,4.2,1,2,1
Maurice Harkless,2012,0.4,1.7,12.5,76.0,1.7,0.9,8.2,2.8,0,0,1
Anthony Davis,2012,2.1,2.4,21.7,64.0,3.5,1.4,13.5,5.6,1,1,1
Alexey Shved,2012,0.1,1.4,11.0,77.0,1.9,1.9,8.6,1.7,0,0,1
Dion Waiters,2012,-0.1,0.6,13.7,61.0,3.5,2.0,14.7,2.1,1,1,1
Bradley Beal,2012,1.0,2.0,13.6,56.0,2.8,1.6,13.9,3.0,1,1,1
Jeff Taylor,2012,-0.6,0.0,10.3,77.0,1.3,0.6,6.1,1.3,0,0,1
Jonas Valančiūnas,2012,0.3,1.5,15.6,62.0,3.0,1.5,8.9,4.0,1,2,1
Austin Rivers,2012,-1.5,0.1,5.9,61.0,1.8,1.2,6.2,1.5,0,0,1
Jae Crowder,2012,0.3,1.3,10.2,78.0,0.9,0.6,5.0,1.9,0,0,1
Brian Roberts,2012,0.5,0.2,14.6,78.0,1.0,0.9,7.1,1.0,0,0,1
Pablo Prigioni,2012,0.7,1.3,13.0,78.0,0.3,1.1,3.5,1.3,0,0,1
Andrew Nicholson,2012,-0.2,0.8,15.1,75.0,1.3,1.1,7.8,2.5,0,0,1
Andre Drummond,2012,1.4,2.3,21.6,60.0,2.7,1.0,7.9,4.8,1,2,1
Terrence Ross,2012,-0.1,0.8,10.4,73.0,0.6,0.7,6.4,1.5,0,0,1
Meyers Leonard,2012,-0.4,0.7,12.1,69.0,1.3,0.7,5.5,2.5,0,0,1
Festus Ezeli,2012,-0.4,1.5,9.3,78.0,1.0,0.8,2.4,2.2,0,0,1
Draymond Green,2012,-0.4,1.6,7.1,79.0,0.7,0.6,2.9,2.6,0,0,1
Thomas Robinson,2012,-0.9,0.9,10.9,70.0,1.6,1.3,4.8,2.8,0,0,1
Nando De Colo,2012,0.2,1.4,11.1,72.0,0.6,1.1,3.8,1.6,0,0,1
John Jenkins,2012,0.3,0.6,13.0,61.0,1.1,0.7,6.1,1.3,0,0,1
Will Barton,2012,-0.6,0.6,9.1,73.0,0.9,0.8,4.0,1.5,0,0,1
Jared Sullinger,2012,0.0,1.4,13.5,45.0,1.4,0.6,6.0,3.8,0,0,1
Chris Copeland,2012,0.3,0.6,16.8,56.0,1.5,0.9,8.7,1.5,0,0,1
John Henson,2012,0.1,1.2,18.2,63.0,1.7,0.7,6.0,2.9,0,0,1
Victor Claver,2012,-0.3,0.5,7.0,49.0,0.6,0.9,3.8,1.8,0,0,1
DeQuan Jones,2012,-0.5,0.4,8.4,63.0,0.8,0.5,3.7,1.4,0,0,1
Patrick Beverley,2012,1.0,0.8,15.4,41.0,1.0,1.1,5.6,1.6,0,0,1
Kendall Marshall,2012,-0.6,0.2,7.8,48.0,0.3,1.2,3.0,0.8,0,0,1
Darius Miller,2012,-0.1,0.3,6.3,52.0,0.2,0.4,2.3,1.3,0,0,1
Kyle O'Quinn,2012,0.1,0.7,15.8,57.0,0.8,0.6,4.1,2.5,0,0,1
Orlando Johnson,2012,0.3,1.0,11.4,51.0,0.6,0.6,4.0,1.8,0,0,1
Doron Lamb,2012,-0.8,0.2,4.8,47.0,0.7,0.6,3.3,0.8,0,0,1
Arnett Moultrie,2012,0.1,0.6,16.7,47.0,0.6,0.4,3.7,1.5,0,0,1
Donatas Motiejūnas,2012,-0.2,0.3,12.2,44.0,1.2,0.8,5.7,1.3,0,0,1
Mirza Teletović,2012,0.1,0.5,12.3,53.0,0.2,0.4,3.5,1.2,0,0,1
Joel Freeland,2012,-0.4,0.4,9.3,51.0,0.5,0.4,2.6,1.5,0,0,1
Khris Middleton,2012,0.0,0.3,11.4,27.0,1.2,0.4,6.1,1.7,0,0,1
Bernard James,2012,0.0,0.7,14.7,46.0,0.9,0.4,2.8,1.7,0,0,1
Evan Fournier,2012,0.1,0.3,13.8,38.0,1.0,0.8,5.3,0.8,0,0,1
Kim English,2012,-0.2,0.2,7.9,41.0,0.7,0.5,2.9,0.7,0,0,1
Marquis Teague,2012,-0.4,0.4,6.0,48.0,0.3,0.7,2.1,0.9,0,0,1
Mike Scott,2012,-0.1,0.4,16.3,40.0,1.4,0.5,4.6,1.8,0,0,1
Quincy Acy,2012,0.2,0.4,15.9,29.0,1.3,0.6,4.0,1.6,0,0,1
Kevin Jones,2012,-0.2,0.2,11.1,32.0,0.5,0.3,3.0,1.3,0,0,1
Chris Johnson,2012,0.3,0.4,18.4,30.0,1.1,0.4,3.9,1.3,0,0,1
Perry Jones,2012,-0.4,0.4,7.8,38.0,0.4,0.4,2.3,1.3,0,0,1
Terrence Jones,2012,0.3,0.4,17.1,19.0,0.9,0.7,5.5,1.9,0,0,1
Tony Wroten,2012,-0.1,0.3,9.3,35.0,0.8,0.8,2.6,0.4,0,0,1
Kent Bazemore,2012,0.0,0.3,11.3,61.0,0.7,0.3,2.0,0.3,0,0,1
Viacheslav Kravtsov,2012,0.0,0.1,14.4,25.0,1.5,0.6,3.1,0.8,0,0,1
Tyshawn Taylor,2012,-0.3,0.2,6.2,38.0,0.7,0.7,2.2,0.4,0,0,1
Robert Sacre,2012,-0.4,0.1,3.4,32.0,0.3,0.3,1.3,0.8,0,0,1
Maalik Wayns,2012,-0.4,0.1,5.0,27.0,0.7,0.6,2.8,0.2,0,0,1
Ben Hansbrough,2012,-0.1,0.3,7.2,28.0,1.0,0.6,2.0,0.6,0,0,1
Diante Garrett,2012,-0.1,0.1,9.0,19.0,0.5,0.8,2.1,0.5,0,0,1
Jeremy Lamb,2012,-0.1,0.1,11.2,23.0,0.6,0.3,3.1,0.6,0,0,1
Justin Holiday,2012,-0.1,0.1,7.6,9.0,0.9,1.0,4.7,1.6,0,0,1
Aron Baynes,2012,-0.2,0.2,8.8,16.0,0.8,0.7,2.7,1.3,0,0,1
Tornike Shengelia,2012,-0.1,0.1,8.5,19.0,0.8,0.6,1.6,0.7,0,0,1
Luke Zeller,2012,-0.1,0.0,5.6,16.0,0.0,0.0,1.2,0.6,0,0,1
Jarvis Varnado,2012,-0.1,0.1,1.2,13.0,0.3,0.5,0.6,0.5,0,0,1
Miles Plumlee,2012,-0.1,0.1,8.8,14.0,0.3,0.2,0.9,0.7,0,0,1
Kris Joseph,2012,-0.1,0.1,0.6,10.0,0.8,0.2,0.9,0.6,0,0,1
Kevin Murphy,2012,-0.2,0.0,-4.5,17.0,0.0,0.2,0.9,0.2,0,0,1
Fab Melo,2012,-0.1,0.1,4.9,6.0,0.7,0.2,1.2,0.5,0,0,1
Jared Cunningham,2012,0.0,0.0,14.8,8.0,0.3,0.3,2.0,0.3,0,0,1
Quincy Miller,2012,0.0,0.0,5.9,7.0,0.3,0.1,1.3,0.1,0,0,1
Scott Machado,2012,0.0,0.0,6.0,6.0,0.3,1.3,1.3,0.2,0,0,1
Tim Ohlbrecht,2012,0.0,0.0,-6.1,3.0,0.3,1.3,1.0,0.3,0,0,1
Josh Akognon,2012,0.0,0.0,15.3,3.0,0.0,0.0,1.7,0.3,0,0,1
Darius Johnson-Odom,2012,0.0,0.0,-6.7,4.0,0.0,0.0,0.0,0.8,0,0,1
Henry Sims,2012,0.0,0.0,29.2,2.0,0.0,0.5,2.0,0.0,0,0,1
Chris Wright,2012,0.0,0.0,-1.9,3.0,0.0,0.3,0.7,0.0,0,0,1
Victor Oladipo,2013,0.3,2.8,13.6,80.0,4.0,3.2,13.8,3.6,1,1,1
Michael Carter-Williams,2013,0.9,2.1,15.5,70.0,5.2,3.5,16.7,4.8,1,1,1
Trey Burke,2013,-0.4,0.0,12.6,70.0,1.6,1.9,12.8,2.4,1,1,1
Ben McLemore,2013,-1.1,0.9,7.7,82.0,1.7,1.2,8.8,2.2,0,0,1
Giannis Antetokounmpo,2013,-0.2,1.1,10.8,77.0,2.6,1.6,6.8,3.4,1,2,1
Tim Hardaway Jr.,2013,0.1,0.4,12.7,81.0,1.6,0.6,10.2,1.3,0,0,1
Hollis Thompson,2013,-0.5,0.6,9.5,77.0,0.9,0.8,6.0,2.3,0,0,1
Kentavious Caldwell-Pope,2013,-0.2,0.8,9.4,80.0,0.8,0.4,5.9,1.5,0,0,1
Cody Zeller,2013,0.0,2.2,13.1,82.0,2.4,1.1,6.0,2.9,1,2,1
Kelly Olynyk,2013,0.3,1.4,15.2,70.0,1.7,1.5,8.7,3.2,1,2,1
Ryan Kelly,2013,0.2,0.7,12.6,59.0,2.3,0.8,8.0,3.0,0,0,1
Nate Wolters,2013,0.1,0.2,12.7,58.0,1.6,1.0,7.2,2.0,0,0,1
Mason Plumlee,2013,1.0,1.7,19.0,70.0,2.8,1.1,7.4,3.0,1,1,1
Matthew Dellavedova,2013,0.1,0.7,10.7,72.0,0.7,0.8,4.7,1.3,0,0,1
Tony Snell,2013,-0.2,1.7,8.0,77.0,0.5,0.6,4.5,1.4,0,0,1
Steven Adams,2013,-0.1,1.9,11.2,81.0,1.7,0.9,3.3,2.3,1,2,1
Nick Calathes,2013,0.3,1.6,12.3,71.0,1.0,1.4,4.9,1.6,0,0,1
Phil Pressey,2013,-0.4,1.1,8.8,75.0,0.6,1.2,2.8,1.1,0,0,1
Pero Antić,2013,-0.1,0.9,11.7,50.0,1.3,1.1,7.0,3.0,0,0,1
Ray McCallum,2013,-0.3,0.4,9.7,45.0,1.0,0.9,6.2,1.4,0,0,1
Gorgui Dieng,2013,0.2,1.5,16.5,60.0,1.6,0.9,4.8,3.3,1,2,1
Jeff Withey,2013,0.4,0.6,15.2,58.0,1.3,0.3,3.3,1.7,0,0,1
Anthony Bennett,2013,-0.9,0.7,6.9,52.0,1.3,0.9,4.2,2.0,0,0,1
Robbie Hummel,2013,0.0,0.6,9.6,53.0,0.3,0.2,3.4,1.8,0,0,1
Dennis Schröder,2013,-0.9,0.4,5.8,49.0,0.9,1.2,3.7,1.1,0,0,1
Brandon Davies,2013,-0.6,0.4,7.5,51.0,1.0,0.7,2.8,1.4,0,0,1
Archie Goodwin,2013,-0.2,0.5,10.3,52.0,1.1,0.8,3.7,1.2,0,0,1
Shane Larkin,2013,-0.2,0.3,8.3,48.0,0.5,0.8,2.8,0.6,0,0,1
Vítor Luiz Faverani,2013,-0.1,0.7,11.0,37.0,1.0,1.1,4.4,2.3,0,0,1
CJ McCollum,2013,-0.2,0.3,9.0,38.0,0.9,0.9,5.3,1.1,0,0,1
Miroslav Raduljica,2013,-0.2,0.1,15.3,48.0,1.1,0.6,3.8,1.1,0,0,1
Rudy Gobert,2013,-0.1,0.6,12.9,45.0,1.4,0.7,2.3,2.3,0,0,1
Andre Roberson,2013,0.0,0.6,9.0,40.0,0.3,0.5,1.9,1.5,0,0,1
Reggie Bullock,2013,-0.1,0.3,6.7,43.0,0.2,0.3,2.7,1.0,0,0,1
Dewayne Dedmon,2013,-0.3,0.5,10.7,31.0,1.0,0.6,3.1,2.9,0,0,1
Toure' Murry,2013,-0.2,0.3,11.1,51.0,0.8,0.7,2.7,0.6,0,0,1
Alex Len,2013,-0.4,0.4,7.3,42.0,0.7,0.6,2.0,1.4,0,0,1
Otto Porter Jr.,2013,-0.3,0.3,6.0,37.0,0.3,0.4,2.1,1.0,0,0,1
Gal Mekel,2013,-0.4,0.1,5.4,31.0,0.4,1.0,2.4,0.7,0,0,1
Shabazz Muhammad,2013,-0.2,0.2,13.1,37.0,1.1,0.4,3.9,0.8,0,0,1
Isaiah Canaan,2013,-0.1,0.2,9.5,22.0,1.3,1.0,4.6,0.8,0,0,1
Jorge Gutiérrez,2013,-0.2,0.2,8.7,15.0,0.8,0.9,4.1,1.3,0,0,1
Gigi Datome,2013,-0.2,0.1,8.0,34.0,0.3,0.3,2.4,0.9,0,0,1
Solomon Hill,2013,0.0,0.4,7.6,28.0,0.3,0.5,1.7,1.1,0,0,1
Lorenzo Brown,2013,-0.2,0.2,8.2,26.0,0.5,0.6,2.5,0.8,0,0,1
Peyton Siva,2013,-0.2,0.1,5.7,24.0,0.6,0.8,2.3,0.5,0,0,1
Mike Muscala,2013,-0.2,0.2,10.8,20.0,0.7,0.6,3.8,1.8,0,0,1
Dionte Christmas,2013,0.0,0.1,11.1,31.0,0.8,0.2,2.3,0.8,0,0,1
Ian Clark,2013,-0.1,0.1,9.2,23.0,0.3,0.6,3.0,0.7,0,0,1
James Nunnally,2013,-0.1,0.1,6.1,13.0,0.7,0.5,3.4,1.4,0,0,1
Jamaal Franklin,2013,-0.2,0.2,4.7,21.0,0.1,0.5,1.9,0.9,0,0,1
Sergey Karasev,2013,-0.3,0.1,2.3,22.0,0.5,0.5,1.7,0.7,0,0,1
